symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,met_count,rs_score,cond8,fin_met_count,has_error,rs_score_fin,rs_percentile,fin_percentile,total_percentile,total_met_count
SHMD,True,True,True,True,True,True,True,8,97.43,True,5.0,False,97.43,90.24663677130044,32.05128205128205,122.29791882258247,13.0
SBSW,True,True,True,True,True,True,True,8,97.03,True,5.0,False,97.03,87.5560538116592,32.05128205128205,119.60733586294126,13.0
OXLC,True,True,True,True,True,True,True,8,96.32,True,5.0,False,96.32,83.07174887892377,32.05128205128205,115.12303093020584,13.0
DRD,True,True,True,True,True,True,True,8,96.0,True,5.0,False,96.0,81.05381165919282,32.05128205128205,113.10509371047488,13.0
CYD,True,True,True,True,True,True,True,8,95.97,True,5.0,False,95.97,80.82959641255604,32.05128205128205,112.88087846383809,13.0
IAF,True,True,True,True,True,True,True,8,95.77,True,5.0,False,95.77,79.37219730941703,32.05128205128205,111.42347936069908,13.0
ORKA,True,True,True,True,True,True,True,8,95.75,True,5.0,False,95.75,79.26008968609865,32.05128205128205,111.31137173738072,13.0
COHR,True,True,True,True,True,True,True,8,95.61,True,5.0,False,95.61,78.02690582959642,32.05128205128205,110.07818788087846,13.0
SYPR,True,True,True,True,True,True,True,8,95.5,True,5.0,False,95.5,77.3542600896861,32.05128205128205,109.40554214096817,13.0
MKSI,True,True,True,True,True,True,True,8,95.07,True,5.0,False,95.07,75.0,32.05128205128205,107.05128205128204,13.0
DIBS,True,True,True,True,True,True,True,8,94.87,True,5.0,False,94.87,73.65470852017937,32.05128205128205,105.70599057146144,13.0
GFI,True,True,True,True,True,True,True,8,94.86,True,5.0,False,94.86,73.54260089686099,32.05128205128205,105.59388294814303,13.0
ASA,True,True,True,True,True,True,True,8,94.47,True,5.0,False,94.47,70.73991031390135,32.05128205128205,102.7911923651834,13.0
ANAB,True,True,True,True,True,True,True,8,94.21,True,5.0,False,94.21,68.94618834080718,32.05128205128205,100.99747039208924,13.0
RPID,True,True,True,True,True,True,True,8,94.19,True,5.0,False,94.19,68.83408071748879,32.05128205128205,100.88536276877085,13.0
IVA,True,True,True,True,True,True,True,8,93.83,True,5.0,False,93.83,66.25560538116592,32.05128205128205,98.30688743244798,13.0
ADPT,True,True,True,True,True,True,True,8,93.56,True,5.0,False,93.56,64.12556053811659,32.05128205128205,96.17684258939865,13.0
BTSG,True,True,True,True,True,True,True,8,93.55,True,5.0,False,93.55,64.01345291479821,32.05128205128205,96.06473496608028,13.0
ASX,True,True,True,True,True,True,True,8,93.33,True,5.0,False,93.33,62.10762331838565,32.05128205128205,94.1589053696677,13.0
MIRM,True,True,True,True,True,True,True,8,92.88,True,5.0,False,92.88,58.63228699551569,32.05128205128205,90.68356904679774,13.0
SWIN,True,True,True,True,True,True,True,8,92.67,True,5.0,False,92.67,57.399103139013455,32.05128205128205,89.4503851902955,13.0
UCTT,True,True,True,True,True,True,True,8,92.36,True,5.0,False,92.36,55.493273542600896,32.05128205128205,87.54455559388295,13.0
ATEC,True,True,True,True,True,True,True,8,92.12,True,5.0,False,92.12,53.69955156950673,32.05128205128205,85.75083362078878,13.0
VNDA,True,True,True,True,True,True,True,8,91.65,True,5.0,False,91.65,49.88789237668161,32.05128205128205,81.93917442796366,13.0
KF,True,True,True,True,True,True,True,8,91.47,True,5.0,False,91.47,48.654708520179376,32.05128205128205,80.70599057146143,13.0
IMMP,True,True,True,True,True,True,True,8,91.33,True,5.0,False,91.33,47.75784753363229,32.05128205128205,79.80912958491433,13.0
JCSE,True,True,True,True,True,True,True,8,91.28,True,5.0,False,91.28,47.53363228699551,32.05128205128205,79.58491433827757,13.0
AAMI,True,True,True,True,True,True,True,8,91.19,True,5.0,False,91.19,46.97309417040359,32.05128205128205,79.02437622168564,13.0
TOYO,True,True,True,True,True,True,True,8,90.95,True,5.0,False,90.95,44.955156950672645,32.05128205128205,77.0064390019547,13.0
AMTM,True,True,True,True,True,True,True,8,90.69,True,5.0,False,90.69,42.82511210762332,32.05128205128205,74.87639415890537,13.0
KLIC,True,True,True,True,True,True,True,8,90.1,True,5.0,False,90.1,38.90134529147982,32.05128205128205,70.95262734276187,13.0
HSHP,True,True,True,True,True,True,True,8,89.81,True,5.0,False,89.81,36.32286995515695,32.05128205128205,68.374152006439,13.0
AHR,True,True,True,True,True,True,True,8,89.73,True,5.0,False,89.73,35.42600896860987,32.05128205128205,67.47729101989192,13.0
HMY,True,True,True,True,True,True,True,8,89.61,True,5.0,False,89.61,34.52914798206278,32.05128205128205,66.58043003334484,13.0
FLS,True,True,True,True,True,True,True,8,89.54,True,5.0,False,89.54,33.856502242152466,32.05128205128205,65.90778429343452,13.0
PUK,True,True,True,True,True,True,True,8,89.2,True,5.0,False,89.2,31.16591928251121,32.05128205128205,63.21720133379326,13.0
GS,True,True,True,True,True,True,True,8,88.7,True,5.0,False,88.7,27.914798206278025,32.05128205128205,59.96608025756008,13.0
LNW,True,True,True,True,True,True,True,8,88.24,True,5.0,False,88.24,24.887892376681613,32.05128205128205,56.939174427963664,13.0
MPWR,True,True,True,True,True,True,True,8,88.23,True,5.0,False,88.23,24.77578475336323,32.05128205128205,56.82706680464528,13.0
COHU,True,True,True,True,True,True,True,8,88.18,True,5.0,False,88.18,24.327354260089688,32.05128205128205,56.378636311371736,13.0
PANL,True,True,True,True,True,True,True,8,88.15,True,5.0,False,88.15,24.103139013452918,32.05128205128205,56.15442106473496,13.0
CMP,True,True,True,True,True,True,True,8,88.11,True,5.0,False,88.11,23.76681614349776,32.05128205128205,55.81809819477981,13.0
ACAD,True,True,True,True,True,True,True,8,87.69,True,5.0,False,87.69,20.40358744394619,32.05128205128205,52.45486949522824,13.0
ORN,True,True,True,True,True,True,True,8,87.66,True,5.0,False,87.66,20.067264573991032,32.05128205128205,52.11854662527308,13.0
ARDX,True,True,True,True,True,True,True,8,87.33,True,5.0,False,87.33,17.713004484304935,32.05128205128205,49.76428653558699,13.0
FLEX,True,True,True,True,True,True,True,8,87.19,True,5.0,False,87.19,16.928251121076233,32.05128205128205,48.97953317235829,13.0
MI,True,True,True,True,True,True,True,8,86.87,True,5.0,False,86.87,14.461883408071747,32.05128205128205,46.5131654593538,13.0
GCO,True,True,True,True,True,True,True,8,86.45,True,5.0,False,86.45,11.210762331838566,32.05128205128205,43.26204438312062,13.0
DXR,True,True,True,True,True,True,True,8,86.31,True,5.0,False,86.31,9.977578475336324,32.05128205128205,42.02886052661837,13.0
CLMT,True,True,True,True,True,True,True,8,86.19,True,5.0,False,86.19,9.080717488789238,32.05128205128205,41.13199954007129,13.0
ALLT,True,True,True,True,True,True,True,8,85.84,True,5.0,False,85.84,6.390134529147982,32.05128205128205,38.44141658043003,13.0
RIO,True,True,True,True,True,True,True,8,85.54,True,5.0,False,85.54,4.147982062780269,32.05128205128205,36.19926411406232,13.0
SNN,True,True,True,True,True,True,True,8,85.47,True,5.0,False,85.47,3.811659192825112,32.05128205128205,35.86294124410716,13.0
SNEX,True,True,True,True,True,True,True,8,85.42,True,5.0,False,85.42,3.363228699551569,32.05128205128205,35.41451075083362,13.0
KAR,True,True,True,True,True,True,True,8,85.1,True,5.0,False,85.1,1.0089686098654709,32.05128205128205,33.06025066114752,13.0
OESX,True,True,True,True,True,True,True,8,99.86,True,4.0,False,99.86,99.55156950672644,11.823361823361823,111.37493133008827,12.0
BW,True,True,True,True,True,True,True,8,99.57,True,4.0,False,99.57,98.4304932735426,11.823361823361823,110.25385509690442,12.0
LPTH,True,True,True,True,True,True,True,8,98.18,True,4.0,False,98.18,93.27354260089686,11.823361823361823,105.09690442425868,12.0
MU,True,True,True,True,True,True,True,8,97.75,True,4.0,False,97.75,91.70403587443946,11.823361823361823,103.52739769780128,12.0
TTMI,True,True,True,True,True,True,True,8,97.46,True,4.0,False,97.46,90.35874439461884,11.823361823361823,102.18210621798066,12.0
GRAL,True,True,True,True,True,True,True,8,97.41,True,4.0,False,97.41,90.13452914798206,11.823361823361823,101.95789097134389,12.0
EVOK,True,True,True,True,True,True,True,8,97.4,True,4.0,False,97.4,90.02242152466367,11.823361823361823,101.84578334802548,12.0
ASM,True,True,True,True,True,True,True,8,97.35,True,4.0,False,97.35,89.68609865470853,11.823361823361823,101.50946047807037,12.0
RKLB,True,True,True,True,True,True,True,8,97.23,True,4.0,False,97.23,89.01345291479821,11.823361823361823,100.83681473816004,12.0
KTOS,True,True,True,True,True,True,True,8,97.01,True,4.0,False,97.01,87.33183856502242,11.823361823361823,99.15520038838424,12.0
ALTO,True,True,True,True,True,True,True,8,96.61,True,4.0,False,96.61,84.86547085201794,11.823361823361823,96.68883267537976,12.0
FEIM,True,True,True,True,True,True,True,8,96.41,True,4.0,False,96.41,83.6322869955157,11.823361823361823,95.45564881887752,12.0
AP,True,True,True,True,True,True,True,8,96.3,True,4.0,False,96.3,82.95964125560538,11.823361823361823,94.7830030789672,12.0
FORM,True,True,True,True,True,True,True,8,95.59,True,4.0,False,95.59,77.80269058295964,11.823361823361823,89.62605240632146,12.0
APYX,True,True,True,True,True,True,True,8,95.58,True,4.0,False,95.58,77.69058295964125,11.823361823361823,89.51394478300307,12.0
TER,True,True,True,True,True,True,True,8,95.23,True,4.0,False,95.23,75.89686098654708,11.823361823361823,87.7202228099089,12.0
DSGN,True,True,True,True,True,True,True,8,94.71,True,4.0,False,94.71,72.42152466367713,11.823361823361823,84.24488648703895,12.0
KEP,True,True,True,True,True,True,True,8,94.61,True,4.0,False,94.61,71.74887892376681,11.823361823361823,83.57224074712863,12.0
LTRX,True,True,True,True,True,True,True,8,94.51,True,4.0,False,94.51,70.96412556053812,11.823361823361823,82.78748738389994,12.0
RERE,True,True,True,True,True,True,True,8,94.42,True,4.0,False,94.42,70.4035874439462,11.823361823361823,82.22694926730802,12.0
FTRE,True,True,True,True,True,True,True,8,94.34,True,4.0,False,94.34,69.95515695067265,11.823361823361823,81.77851877403447,12.0
INTC,True,True,True,True,True,True,True,8,94.09,True,4.0,False,94.09,68.16143497757847,11.823361823361823,79.98479680094029,12.0
AA,True,True,True,True,True,True,True,8,94.03,True,4.0,False,94.03,67.60089686098655,11.823361823361823,79.42425868434837,12.0
FOLD,True,True,True,True,True,True,True,8,93.99,True,4.0,False,93.99,67.2645739910314,11.823361823361823,79.08793581439322,12.0
BBIO,True,True,True,True,True,True,True,8,93.51,True,4.0,False,93.51,63.56502242152467,11.823361823361823,75.3883842448865,12.0
WYY,True,True,True,True,True,True,True,8,93.49,True,4.0,False,93.49,63.34080717488789,11.823361823361823,75.16416899824972,12.0
VRDN,True,True,True,True,True,True,True,8,93.35,True,4.0,False,93.35,62.21973094170403,11.823361823361823,74.04309276506585,12.0
ESLT,True,True,True,True,True,True,True,8,93.15,True,4.0,False,93.15,60.87443946188341,11.823361823361823,72.69780128524523,12.0
SCCO,True,True,True,True,True,True,True,8,93.1,True,4.0,False,93.1,60.42600896860987,11.823361823361823,72.2493707919717,12.0
INSM,True,True,True,True,True,True,True,8,92.99,True,4.0,False,92.99,59.4170403587444,11.823361823361823,71.24040218210622,12.0
GIFI,True,True,True,True,True,True,True,8,92.63,True,4.0,False,92.63,57.17488789237668,11.823361823361823,68.99824971573851,12.0
HCC,True,True,True,True,True,True,True,8,92.44,True,4.0,False,92.44,56.05381165919282,11.823361823361823,67.87717348255464,12.0
ENS,True,True,True,True,True,True,True,8,92.42,True,4.0,False,92.42,55.94170403587444,11.823361823361823,67.76506585923626,12.0
SNDX,True,True,True,True,True,True,True,8,92.23,True,4.0,False,92.23,54.48430493273543,11.823361823361823,66.30766675609725,12.0
LTM,True,True,True,True,True,True,True,8,92.04,True,4.0,False,92.04,53.026905829596416,11.823361823361823,64.85026765295824,12.0
FSM,True,True,True,True,True,True,True,8,92.02,True,4.0,False,92.02,52.91479820627802,11.823361823361823,64.73816002963984,12.0
PBYI,True,True,True,True,True,True,True,8,91.82,True,4.0,False,91.82,51.23318385650224,11.823361823361823,63.05654567986406,12.0
VPG,True,True,True,True,True,True,True,8,91.71,True,4.0,False,91.71,50.44843049327354,11.823361823361823,62.27179231663536,12.0
AMD,True,True,True,True,True,True,True,8,91.52,True,4.0,False,91.52,48.99103139013453,11.823361823361823,60.81439321349635,12.0
GOOGL,True,True,True,True,True,True,True,8,91.43,True,4.0,False,91.43,48.54260089686099,11.823361823361823,60.36596272022281,12.0
TATT,True,True,True,True,True,True,True,8,91.26,True,4.0,False,91.26,47.421524663677125,11.823361823361823,59.24488648703895,12.0
PLAB,True,True,True,True,True,True,True,8,91.22,True,4.0,False,91.22,47.08520179372198,11.823361823361823,58.9085636170838,12.0
AMG,True,True,True,True,True,True,True,8,91.16,True,4.0,False,91.16,46.74887892376682,11.823361823361823,58.57224074712864,12.0
SMTC,True,True,True,True,True,True,True,8,91.15,True,4.0,False,91.15,46.63677130044843,11.823361823361823,58.46013312381025,12.0
RGNX,True,True,True,True,True,True,True,8,91.09,True,4.0,False,91.09,46.18834080717489,11.823361823361823,58.01170263053671,12.0
GPRE,True,True,True,True,True,True,True,8,90.62,True,4.0,False,90.62,42.26457399103139,11.823361823361823,54.08793581439321,12.0
BAER,True,True,True,True,True,True,True,8,90.33,True,4.0,False,90.33,40.246636771300444,11.823361823361823,52.069998594662266,12.0
INNV,True,True,True,True,True,True,True,8,90.27,True,4.0,False,90.27,39.7982062780269,11.823361823361823,51.621568101388725,12.0
FORTY,True,True,True,True,True,True,True,8,90.06,True,4.0,False,90.06,38.45291479820628,11.823361823361823,50.2762766215681,12.0
SOPH,True,True,True,True,True,True,True,8,89.97,True,4.0,False,89.97,37.66816143497758,11.823361823361823,49.4915232583394,12.0
RYAM,True,True,True,True,True,True,True,8,89.88,True,4.0,False,89.88,36.88340807174888,11.823361823361823,48.7067698951107,12.0
ZIM,True,True,True,True,True,True,True,8,89.87,True,4.0,False,89.87,36.771300448430495,11.823361823361823,48.59466227179232,12.0
DOCN,True,True,True,True,True,True,True,8,89.69,True,4.0,False,89.69,35.08968609865471,11.823361823361823,46.91304792201653,12.0
COLL,True,True,True,True,True,True,True,8,89.58,True,4.0,False,89.58,34.19282511210762,11.823361823361823,46.01618693546944,12.0
XERS,True,True,True,True,True,True,True,8,89.36,True,4.0,False,89.36,32.511210762331835,11.823361823361823,44.33457258569366,12.0
IHS,True,True,True,True,True,True,True,8,89.27,True,4.0,False,89.27,31.838565022421523,11.823361823361823,43.66192684578335,12.0
PKE,True,True,True,True,True,True,True,8,89.26,True,4.0,False,89.26,31.726457399103143,11.823361823361823,43.54981922246497,12.0
MEDP,True,True,True,True,True,True,True,8,89.23,True,4.0,False,89.23,31.390134529147986,11.823361823361823,43.21349635250981,12.0
ENVA,True,True,True,True,True,True,True,8,89.06,True,4.0,False,89.06,30.04484304932735,11.823361823361823,41.86820487268918,12.0
TPR,True,True,True,True,True,True,True,8,89.04,True,4.0,False,89.04,29.932735426008968,11.823361823361823,41.75609724937079,12.0
INVX,True,True,True,True,True,True,True,8,89.03,True,4.0,False,89.03,29.82062780269058,11.823361823361823,41.6439896260524,12.0
CAH,True,True,True,True,True,True,True,8,89.0,True,4.0,False,89.0,29.484304932735427,11.823361823361823,41.30766675609725,12.0
PAHC,True,True,True,True,True,True,True,8,87.71,True,4.0,False,87.71,20.62780269058296,11.823361823361823,32.45116451394478,12.0
SFST,True,True,True,True,True,True,True,8,87.59,True,4.0,False,87.59,19.506726457399104,11.823361823361823,31.33008828076093,12.0
ECPG,True,True,True,True,True,True,True,8,87.53,True,4.0,False,87.53,19.282511210762333,11.823361823361823,31.10587303412416,12.0
UNIT,True,True,True,True,True,True,True,8,87.48,True,4.0,False,87.48,18.83408071748879,11.823361823361823,30.65744254085061,12.0
GENI,True,True,True,True,True,True,True,8,87.36,True,4.0,False,87.36,17.937219730941703,11.823361823361823,29.760581554303528,12.0
PFSI,True,True,True,True,True,True,True,8,87.34,True,4.0,False,87.34,17.825112107623315,11.823361823361823,29.64847393098514,12.0
EVR,True,True,True,True,True,True,True,8,87.22,True,4.0,False,87.22,17.040358744394617,11.823361823361823,28.86372056775644,12.0
GLDD,True,True,True,True,True,True,True,8,87.1,True,4.0,False,87.1,16.255605381165918,11.823361823361823,28.078967204527743,12.0
PROF,True,True,True,True,True,True,True,8,87.03,True,4.0,False,87.03,15.695067264573993,11.823361823361823,27.51842908793581,12.0
BANC,True,True,True,True,True,True,True,8,86.98,True,4.0,False,86.98,15.246636771300448,11.823361823361823,27.069998594662277,12.0
LRN,True,True,True,True,True,True,True,8,86.91,True,4.0,False,86.91,14.798206278026909,11.823361823361823,26.62156810138873,12.0
DBD,True,True,True,True,True,True,True,8,86.39,True,4.0,False,86.39,10.762331838565023,11.823361823361823,22.585693661926847,12.0
PAX,True,True,True,True,True,True,True,8,86.35,True,4.0,False,86.35,10.31390134529148,11.823361823361823,22.137263168653305,12.0
SB,True,True,True,True,True,True,True,8,86.25,True,4.0,False,86.25,9.417040358744394,11.823361823361823,21.240402182106216,12.0
KEYS,True,True,True,True,True,True,True,8,86.15,True,4.0,False,86.15,8.74439461883408,11.823361823361823,20.567756442195904,12.0
HXL,True,True,True,True,True,True,True,8,86.13,True,4.0,False,86.13,8.632286995515695,11.823361823361823,20.45564881887752,12.0
ROG,True,True,True,True,True,True,True,8,85.92,True,4.0,False,85.92,7.062780269058296,11.823361823361823,18.88614209242012,12.0
DLX,True,True,True,True,True,True,True,8,85.85,True,4.0,False,85.85,6.502242152466367,11.823361823361823,18.32560397582819,12.0
ADI,True,True,True,True,True,True,True,8,85.76,True,4.0,False,85.76,5.7174887892376685,11.823361823361823,17.540850612599492,12.0
PII,True,True,True,True,True,True,True,8,85.21,True,4.0,False,85.21,2.0179372197309418,11.823361823361823,13.841299043092764,12.0
