symbol,sector,pe_ratio,market_cap,revenue_growth,industry,forward_pe,enterprise_value,earnings_growth,profit_margin,operating_margin,return_on_equity,return_on_assets,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,shares_outstanding,float_shares,short_ratio,book_value,price_to_book,price_to_sales,enterprise_to_revenue,enterprise_to_ebitda,last_updated,error
BEEZ,,32.27594,,,,,,,,,,,,,,0.59,,,,,,,,,,,2025-07-30T21:09:11.676887,
BEGS,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:11.867209,
BEKE,Real Estate,35.73585,22841829376.0,0.424,Real Estate Services,16.327587,43915005952.0,1.0,0.044710003,0.025320001,0.0652,0.02251,32.4,1.33,0.99,1.9,0.0,-0.751,1139660032.0,2014964694.0,2.86,59.164,0.3201271,0.22748892,0.437,8.136,2025-07-30T21:09:11.963499,
BELFA,Technology,31.045578,1619463040.0,0.263,Electronic Components,23.632652,1763479808.0,0.423,0.085880004,0.15487,0.14161,0.071669996,56.634,3.051,1.455,0.21,0.0643,1.15,2115260.0,11805979.0,3.03,31.955,3.623846,2.7262127,2.969,16.08,2025-07-30T21:09:12.075898,
BELFB,Technology,34.983917,1622329984.0,0.263,Electronic Components,26.41498,1949543296.0,0.423,0.085880004,0.15487,0.14161,0.071669996,56.634,3.051,1.455,0.21,0.075100005,1.15,10552100.0,11805979.0,3.92,31.955,4.083555,2.731039,3.282,17.777,2025-07-30T21:09:13.079667,
BELT,,40.150936,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:09:13.263021,
BEMB,,,,,,,,,,,,,,,,6.31,,,,,,,,,,,2025-07-30T21:09:13.360498,
BEN,Financial Services,35.623188,12917306368.0,-0.019,Asset Management,9.453847,16655813632.0,0.152,0.046490002,0.09979,0.02799,0.02224,24.117,6.576,1.642,5.21,1.8261,1.47,525520992.0,308801568.0,4.71,23.498,1.0460465,1.4852428,1.915,9.991,2025-07-30T21:09:13.567541,
BENF,Financial Services,,2974482.0,,Asset Management,0.056976743,393121280.0,,0.0,-1.4195501,-0.84346,-0.11953,117.326,0.028,0.028,,0.0,0.427,8432700.0,6876494.0,0.62,-19.66,-0.017446592,-0.14923897,-19.724,-4.476,2025-07-30T21:09:14.277548,
BENFW,Financial Services,,,,Asset Management,,,,0.0,-1.4195501,-0.84346,-0.11953,117.326,0.028,0.028,,,0.427,,6876494.0,,-19.66,-0.00033062056,,,,2025-07-30T21:09:14.493654,
BENJ,,26.753601,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:14.579926,
BEP,Utilities,,17762729984.0,0.059,Utilities - Renewable,-337.0,76224512000.0,,-0.0783,0.17277999,-0.00149,0.0076599997,106.822,0.509,0.286,5.53,6.4902,1.022,284115008.0,209601507.0,2.75,12.065,2.2345629,2.978325,12.781,24.314,2025-07-30T21:09:14.686205,
BEP$A,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:35.081129,HTTP Error 404: 
BEPC,Utilities,,6557144576.0,-0.191,Utilities - Renewable,165.59091,36760399872.0,-0.989,-0.06373,0.24946,-0.0044299997,0.01317,113.631,0.249,0.226,4.1,1.0809,1.128,144886000.0,89859014.0,3.86,4.232,8.608223,1.6714617,9.37,16.987,2025-07-30T21:09:35.378923,
BEPH,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:35.590113,
BEPI,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:35.688787,
BEPJ,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:35.877733,
BERZ,,34.985405,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:09:36.407409,
BESF,,15.457903,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:36.804286,
BETE,,,,,,,,,,,,,,,,13.26,,,,,,,,,,,2025-07-30T21:09:37.129778,
BETH,,,,,,,,,,,,,,,,18.59,,,,,,,,,,,2025-07-30T21:09:37.229506,
BETR,Financial Services,,208149600.0,0.463,Mortgage Finance,,858495424.0,,-1.72872,-1.54434,,-0.22242,,1.521,1.399,,0.0,1.536,9716140.0,7551460.0,4.19,-6.725,-2.0356877,1.7522485,7.227,,2025-07-30T21:09:37.522363,
BETRW,Financial Services,,,0.463,Mortgage Finance,,,,-1.72872,-1.54434,,-0.22242,,1.521,1.399,,,1.608,,7551460.0,,-6.725,-0.022304835,,,,2025-07-30T21:09:37.755142,
BETZ,,23.45926,,,,,,,,,,,,,,0.68,,,,,,,,,,,2025-07-30T21:09:38.355777,
BF-B,Consumer Defensive,16.48913,14328095744.0,-0.073,Beverages - Wineries & Distilleries,15.968421,16736316416.0,-0.449,0.21862,0.25615,0.23142,0.08914,71.049,3.884,1.18,2.99,0.48290002,0.55,303608992.0,335115467.0,5.47,8.448,3.5913825,3.6045523,4.21,13.432,2025-07-30T21:09:38.568488,
BF.A,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:38.757909,
BF.B,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:39.053185,
BFAM,Consumer Cyclical,40.67509,6450740224.0,0.069,Personal Services,27.615196,8080491008.0,1.276,0.05909,0.09357,0.12630999,0.049099997,131.996,0.603,0.48,,0.0,1.3,57253400.0,56805145.0,1.78,23.034,4.8914647,2.3639207,2.961,20.651,2025-07-30T21:09:39.274581,
BFAP,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:39.978039,
BFC,Financial Services,17.809797,1218344960.0,0.065,Banks - Regional,18.447762,1217004672.0,0.072,0.41692,0.53243,0.11282,0.01626,,,,1.45,0.2525,0.383,9857160.0,8832133.0,1.26,62.27,1.9849044,7.3395157,7.331,,2025-07-30T21:09:40.217683,
BFEB,,27.253454,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:09:40.272091,
BFH,Financial Services,11.07231,2925548032.0,0.009,Credit Services,11.170818,3353548032.0,0.106,0.11623,0.26565,0.09154,0.01319,,,,1.34,0.1481,1.409,46600000.0,46160562.0,5.46,67.94,0.92405057,1.1931273,1.368,,2025-07-30T21:09:40.465923,
BFIN,Financial Services,31.694443,142176592.0,-0.039,Banks - Regional,14.628205,-2835664.0,0.218,0.09154,0.19888,0.028350001,0.0030399999,,,,3.51,1.1111,0.345,12460700.0,8487591.0,2.39,12.639,0.9027613,2.928638,-0.058,,2025-07-30T21:09:40.682124,
BFIX,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,2025-07-30T21:09:41.516888,
BFJL,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:42.113918,
BFK,Financial Services,47.649998,417936224.0,-0.004,Asset Management,,,-0.613,0.12937,0.87517,,,62.003,0.222,0.222,6.3,3.0,0.772,43854800.0,,0.53,11.165,0.8535602,11.7272625,,,2025-07-30T21:09:42.216962,
BFLY,Healthcare,,452538880.0,0.202,Medical Devices,-5.5454545,319579744.0,,-0.7556,-0.83694,-0.29163,-0.13864,9.284,6.059,4.122,,0.0,2.47,220862000.0,190061326.0,5.08,0.969,1.8885449,5.2851257,3.732,-5.087,2025-07-30T21:09:44.266553,
BFLY.W,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:44.479826,HTTP Error 404: 
BFOR,,18.403934,,,,,,,,,,,,,,0.66,,,,,,,,,,,2025-07-30T21:09:45.312357,
BFRE,,26.857672,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:45.612708,
BFRG,Healthcare,,13652504.0,,Health Information Services,,10014654.0,,0.0,0.0,-1.4143,-0.78051,5.054,4.863,4.529,,0.0,0.504,9415520.0,7068329.0,1.57,0.345,4.2028985,,,-1.367,2025-07-30T21:09:45.712336,
BFRGW,,,,,,,,,,,,,,,,,,,,,,0.345,1.768116,,,,2025-07-30T21:09:45.794204,
BFRI,Healthcare,,10645530.0,0.085,Drug Manufacturers - Specialty & Generic,-1.2209301,12989507.0,,-0.30331,-0.52946,,-0.49468,1036.887,1.399,0.531,,0.0,0.437,10138600.0,7259875.0,1.03,0.053,19.81132,0.28016764,0.342,-0.813,2025-07-30T21:09:46.011429,
BFRIW,Healthcare,,,0.085,Drug Manufacturers - Specialty & Generic,,,,-0.30331,-0.52946,,-0.49468,1036.887,1.399,0.531,,,0.299,,7102407.0,,0.053,3.3962266,,,,2025-07-30T21:09:46.725180,
BFRZ,,27.26828,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:48.821026,
BFS,Real Estate,22.319729,1123004288.0,0.077,REIT - Retail,24.125,2680038656.0,-0.356,0.17086,0.41187,0.12387,0.03607,314.437,0.203,0.203,7.19,1.6054,1.084,24215600.0,13383216.0,2.59,5.895,5.565734,4.098391,9.781,15.849,2025-07-30T21:09:50.368432,
BFS$D,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:50.264873,HTTP Error 404: 
BFS$E,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:50.709988,HTTP Error 404: 
BFST,Financial Services,9.804781,731266496.0,0.221,Banks - Regional,9.39313,853121088.0,0.129,0.26444,0.35637,0.10176,0.01051,,,,2.28,0.22309999,0.793,29714200.0,28155681.0,1.85,26.231,0.93820286,2.5121145,2.931,,2025-07-30T21:09:51.439649,
BFZ,Financial Services,79.92308,312360800.0,0.003,Asset Management,,,-0.965,0.17165,0.83478,0.01115,0.021270001,55.622,0.04,0.035,6.81,5.2615004,0.579,30063600.0,,1.66,12.515,0.8302038,12.519786,,,2025-07-30T21:09:51.739590,
BG,Consumer Defensive,9.799743,15269296128.0,-0.132,Farm Products,8.208602,15053475840.0,-0.119,0.02131,0.021389998,0.09861,0.0313,66.083,2.036,0.79,3.67,0.34919998,0.653,200016992.0,111431130.0,2.22,78.707,0.96992636,0.29744995,0.293,8.41,2025-07-30T21:09:51.821280,
BGB,Financial Services,9.8904,552185984.0,,Asset Management,,,,0.0,0.0,,,,,,8.64,0.90639997,,44664400.0,,0.56,,,,,,2025-07-30T21:09:51.930672,
BGC,Financial Services,37.23077,4725514752.0,0.145,Capital Markets,9.132076,5556963840.0,0.12,0.05901,0.10943,0.123430006,0.027560001,159.042,1.486,1.486,0.83,0.3077,1.115,378720000.0,370674968.0,3.72,1.977,4.8963075,2.097571,2.467,,2025-07-30T21:09:52.028323,
BGDV,,27.623007,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:09:53.041560,
BGFV,Consumer Cyclical,,32225690.0,-0.092,Specialty Retail,-9.4,334932288.0,,-0.10034,-0.08903,-0.39575002,-0.059,193.582,1.38,0.054,,6.25,2.021,22855100.0,20448308.0,3.87,7.181,0.19635147,0.041437812,0.431,-7.987,2025-07-30T21:09:53.259871,
BGH,Financial Services,7.528572,317216576.0,,Asset Management,,,,0.0,0.0,,,,,,9.28,0.6193,,20064300.0,,1.16,,,,,,2025-07-30T21:09:53.340254,
BGI,Consumer Cyclical,,15673781.0,0.002,Luxury Goods,,159586768.0,,-0.0721,-0.0069,,-0.0029499999,,0.845,0.054,,0.0,0.334,11876700.0,2732675.0,0.11,-0.919,-0.8704015,0.08815052,0.898,23.503,2025-07-30T21:09:53.443730,
BGIG,,24.842054,,,,,,,,,,,,,,1.98,,,,,,,,,,,2025-07-30T21:09:53.543133,
BGL,Basic Materials,,450934048.0,,Gold,,455984928.0,,0.0,0.0,,-0.35202998,,0.054,0.022,,,3.601,30546600.0,13715716.0,10.27,-0.076,-194.07895,,,-54.516,2025-07-30T21:09:54.459900,
BGLC,Basic Materials,,8012836.0,-0.103,Specialty Chemicals,,4633822.0,,-0.22857,-0.27465,-0.24747999,-0.14053,2.785,4.193,3.437,,0.0,1.805,1796600.0,1299425.0,0.01,4.325,1.0312139,0.86476886,0.5,-2.097,2025-07-30T21:09:54.572685,
BGLD,,,,,,,,,,,,,,,,19.27,,,,,,,,,,,2025-07-30T21:09:54.652783,
BGLWW,Basic Materials,,,,Gold,,,,0.0,0.0,,-0.35202998,,0.054,0.022,,,3.601,,13715716.0,,-0.076,-6.973684,,,,2025-07-30T21:09:54.769475,
BGM,Healthcare,,1867800320.0,-0.569,Drug Manufacturers - Specialty & Generic,,69184592.0,0.0,-0.26319,-0.05406,-0.16521999,-0.03835,0.224,7.047,5.937,,0.0,1.457,180623008.0,2832616.0,0.17,1.853,5.024285,62.530014,2.316,-29.15,2025-07-30T21:09:58.382120,
BGR,Financial Services,27.979168,350642528.0,-0.058,Asset Management,,350413600.0,,1.05979,0.64239997,0.037839998,0.014789999,,0.242,0.242,8.69,1.8146001,0.696,26108900.0,,0.71,13.772,0.975167,26.275105,26.258,,2025-07-30T21:10:13.519376,
BGRN,,,,,,,,,,,,,,,,4.16,,,,,,,,,,,2025-07-30T21:09:58.498266,
BGRO,,43.7559,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:09:58.677113,
BGS,Consumer Defensive,,339141088.0,-0.105,Packaged Foods,6.25,2335482112.0,,-0.11164,0.09229,-0.32477,0.03952,401.013,3.316,0.915,17.88,3.3332999,0.584,79797904.0,76709710.0,4.74,6.43,0.66096425,0.18014191,1.241,8.718,2025-07-30T21:09:58.758984,
BGSF,Industrials,,72197432.0,-0.08,Staffing & Employment Services,53.916668,121877240.0,,-0.01224,0.0053600003,-0.03952,0.0057200002,63.62,1.763,1.664,12.05,0.0,1.118,11108700.0,10305979.0,0.3,7.365,0.8784793,0.27043477,0.457,13.697,2025-07-30T21:09:59.642446,
BGT,Financial Services,11.333333,321060480.0,-0.096,Asset Management,,382525792.0,-0.408,0.73107004,0.90326,0.08231,0.049039997,19.327,0.108,0.101,11.47,1.3003,0.493,25521500.0,,0.64,12.57,1.0007956,9.371363,11.165,,2025-07-30T21:09:59.830717,
BGX,Financial Services,9.689922,158853744.0,,Asset Management,,,,0.0,0.0,,,,,,9.67,0.9535,,12708300.0,,0.31,,,,,,2025-07-30T21:09:59.945107,
BGY,Financial Services,52.181816,533463552.0,0.111,Asset Management,,547051776.0,,0.72542,0.2894,0.01988,0.00925,,0.205,0.205,8.91,3.8473,0.808,92937904.0,,0.16,5.906,0.97189295,32.849922,33.687,,2025-07-30T21:10:00.026129,
BH,Consumer Cyclical,,948138624.0,0.062,Restaurants,-41.495304,209350816.0,,-0.16212,0.03056,-0.102919996,0.01413,28.311,1.141,1.05,,0.0,0.997,2068640.0,185402.0,2.25,869.873,0.35538524,2.57858,0.569,3.523,2025-07-30T21:10:05.298373,
BH.A,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:05.200364,HTTP Error 404: 
BHAT,Communication Services,,13111513.0,-0.794,Electronic Gaming & Multimedia,,12279685.0,,-0.50869,-0.57207,-0.2618,-0.044749998,10.44,1.724,0.135,,0.0,0.667,7243930.0,4660781.0,0.89,54.947,0.032940835,0.7002446,0.656,-2.89,2025-07-30T21:10:05.518348,
BHB,Financial Services,11.649806,458734688.0,-0.082,Banks - Regional,10.847826,668766656.0,-0.407,0.26865,0.27571,0.087019995,0.0097,,,,4.28,0.4747,0.626,15321800.0,14944619.0,1.79,30.6,0.9784314,3.1203682,4.549,,2025-07-30T21:10:05.857388,
BHC,Healthcare,,2531549952.0,0.049,Drug Manufacturers - Specialty & Generic,1.5464853,23839332352.0,,-0.00411,0.13147001,,0.043709997,,1.347,0.753,,0.0,0.412,369550016.0,267587522.0,3.25,-3.201,-2.1305842,0.2601531,2.45,7.648,2025-07-30T21:10:06.265722,
BHE,Technology,27.90972,1450682112.0,-0.065,Electronic Components,16.404081,1495404672.0,-0.737,0.020280002,0.036679998,0.04838,0.03164,36.215,2.365,1.416,1.69,0.4688,0.965,36095600.0,35237931.0,5.02,30.604,1.3132269,0.55532885,0.572,9.911,2025-07-30T21:10:06.573190,
BHF,Financial Services,6.172634,2771132416.0,39.914,Insurance - Life,2.4219768,5103131648.0,,0.0712,-0.14033,0.12923001,0.0063300002,172.097,1.649,1.393,,0.0,0.882,57409000.0,56698263.0,2.29,90.533,0.53317577,0.32185045,0.593,,2025-07-30T21:10:06.879947,
BHFAL,,,3849047552.0,,,,,,,,,,,,,,,,119783000.0,,,112.17,0.16778104,,,,2025-07-30T21:10:06.957856,
BHFAM,Financial Services,0.9961139,,39.914,Insurance - Life,,3053056768.0,,0.0712,-0.14033,0.12923001,0.0063300002,172.097,1.649,1.393,9.21,,0.882,,56698263.0,1.96,90.533,0.13873395,,0.355,,2025-07-30T21:10:07.635867,
BHFAN,Financial Services,1.1309382,,39.914,Insurance - Life,,3150652160.0,,0.0712,-0.14033,0.12923001,0.0063300002,172.097,1.649,1.393,9.42,,0.882,,56698263.0,0.17,90.533,0.15751164,,0.366,,2025-07-30T21:10:07.741478,
BHFAO,Financial Services,1.3791735,,39.914,Insurance - Life,,3330342144.0,,0.0712,-0.14033,0.12923001,0.0063300002,172.097,1.649,1.393,9.7,,0.882,,56698263.0,0.11,90.533,0.19208466,,0.387,,2025-07-30T21:10:08.201701,
BHFAP,Financial Services,1.3339678,2788705280.0,39.914,Insurance - Life,,3297619200.0,,0.0712,-0.14033,0.12923001,0.0063300002,172.097,1.649,1.393,9.81,,0.882,118601000.0,56698263.0,0.16,90.533,0.18578862,0.32389143,0.383,,2025-07-30T21:10:08.388313,
BHK,Financial Services,56.235294,690463360.0,-0.002,Asset Management,,881496064.0,-0.563,0.18246001,0.89667,0.01653,0.03129,65.392,0.073,0.045,9.36,4.9733,0.662,72224200.0,,0.25,10.297,0.9284258,13.230603,16.891,,2025-07-30T21:10:10.775578,
BHK.R,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:10.588810,HTTP Error 404: 
BHK.V,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:11.515713,
BHLB,Financial Services,9.925781,1176559232.0,0.073,Banks - Regional,10.5,937311424.0,0.166,0.25803,0.41757,0.101330005,0.00934,,,,2.83,0.28129998,0.612,46303000.0,45090580.0,6.18,26.792,0.9484174,2.6806388,2.136,,2025-07-30T21:10:11.601738,
BHM,Real Estate,,58513204.0,0.403,REIT - Residential,,721491712.0,,0.011849999,-0.13415,-0.02984,-0.0058099995,56.079,7.73,6.498,3.48,0.0,1.002,4063410.0,2548765.0,3.3,34.61,0.4151979,0.8635743,10.648,45.291,2025-07-30T21:10:11.810521,
BHP,Basic Materials,11.765625,133757419520.0,-0.076,Other Industrial Metals & Mining,11.925339,283549106176.0,3.75,0.21097,0.34897998,0.27693,0.13223,43.775,1.696,1.189,4.7,0.6515,0.72,2537370112.0,4783910400.0,4.08,8.974,5.873635,2.4783201,5.254,10.978,2025-07-30T21:10:11.963946,
BHR,Real Estate,,180005680.0,-0.015,REIT - Hotel & Motel,-2.0707965,1754186880.0,,-0.00915,0.17023,0.0198,0.0095,175.746,1.15,0.753,8.55,0.375,1.141,67046500.0,55535305.0,3.43,3.563,0.6567499,0.24876888,2.424,13.494,2025-07-30T21:10:13.134862,
BHR$B,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:13.020821,HTTP Error 404: 
BHR$D,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:12.921663,HTTP Error 404: 
BHRB,Financial Services,7.7426376,907515648.0,0.934,Banks - Regional,7.873698,1357475328.0,,0.31708,0.42991,0.14189,0.01317,,,,3.64,0.27899998,0.185,15007700.0,12983172.0,1.93,51.281,1.1791892,2.753318,4.118,,2025-07-30T21:10:13.619428,
BHST,Consumer Defensive,,131004344.0,0.471,Packaged Foods,137.46182,144691472.0,,-0.31295002,-0.2187,,-0.23048,,0.509,0.297,,0.0,1.293,17327700.0,12487912.0,2.17,-0.051,-148.24313,4.728716,5.223,-21.804,2025-07-30T21:10:14.130633,
BHV,Financial Services,58.333332,16677780.0,0.003,Asset Management,,,,0.20101999,0.75105006,,,59.908,3.25,3.138,5.89,2.9667,0.888,1588240.0,,3.39,12.148,0.8643398,11.766825,,,2025-07-30T21:10:14.428442,
BHVN,Healthcare,,1310109824.0,,Biotechnology,-2.0300632,1022866688.0,,0.0,0.0,-3.1682198,-1.29994,13.685,2.333,1.968,,0.0,3.498,102113000.0,84704381.0,7.32,2.541,5.0491934,,,-1.132,2025-07-30T21:10:14.844811,
BHYB,,,,,,,,,,,,,,,,6.87,,,,,,,,,,,2025-07-30T21:10:14.928221,
BIAF,Healthcare,,9206648.0,-0.23,Diagnostics & Research,-0.5391666,9562399.0,,-1.10548,-1.4173199,-2.90853,-0.88583,92.48,0.546,0.412,,0.0,2.538,28459500.0,21635414.0,0.1,0.081,3.9938273,1.045114,1.085,-1.06,2025-07-30T21:10:15.123121,
BIAFW,Healthcare,,,-0.23,Diagnostics & Research,,,,-1.10548,-1.4173199,-2.90853,-0.88583,92.48,0.546,0.412,,,2.557,,21528674.0,,0.081,2.2222223,,,,2025-07-30T21:10:15.743122,
BIB,,26.264374,,,,,,,,,,,,,,1.86,,,,,,,,,,,2025-07-30T21:10:15.836241,
BIBL,,27.389288,,,,,,,,,,,,,,1.02,,,,,,,,,,,2025-07-30T21:10:16.380748,
BIDD,,20.506767,,,,,,,,,,,,,,2.49,,,,,,,,,,,2025-07-30T21:10:16.814382,
BIDU,Communication Services,8.543307,30568706048.0,0.03,Internet Content & Information,7.8268714,219397799936.0,0.452,0.19415002,0.13891,0.093739994,0.02934,35.182,2.288,1.998,,0.0,0.327,278228000.0,2141901090.0,2.09,784.434,0.110653035,0.22801578,1.637,6.206,2025-07-30T21:10:17.018773,
BIGC,Technology,,394884640.0,0.025,Software - Application,17.607141,440960832.0,,-0.06267,-0.002,-0.64594,-0.03249,438.051,2.343,2.005,,0.0,1.157,80098304.0,55842965.0,8.42,0.479,10.292275,1.1789819,1.317,-101.674,2025-07-30T21:10:17.533755,
BIGY,,31.449415,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:17.825815,
BIIB,Healthcare,12.63834,18740930560.0,0.061,Drug Manufacturers - General,7.677071,22763808768.0,-0.393,0.1507,0.2805,0.09191,0.0543,38.997,1.44,0.867,,0.0,0.141,146528000.0,146133672.0,3.08,115.896,1.1035756,1.909145,2.319,7.389,2025-07-30T21:10:18.244496,
BIL,,,,,,,,,,,,,,,,4.58,,,,,,,,,,,2025-07-30T21:10:18.334540,
BILD,,19.250372,,,,,,,,,,,,,,3.25,,,,,,,,,,,2025-07-30T21:10:18.525324,
BILI,Communication Services,,9418180608.0,0.236,Internet Content & Information,36.786884,-2860548864.0,,-0.021559998,0.00214,-0.043109998,-0.010039999,36.842,1.362,1.26,,0.0,0.902,331680000.0,286659322.0,4.66,34.418,0.65198445,0.33433166,-0.102,-1.693,2025-07-30T21:10:19.051877,
BILL,Technology,,4639305728.0,0.109,Software - Application,21.753624,4240103168.0,,0.02703,-0.08081,0.0097,-0.0053399997,45.831,1.694,0.729,,0.0,1.355,103027000.0,93555854.0,4.26,37.683,1.1949686,3.2604923,2.98,-6939.612,2025-07-30T21:10:19.241139,
BILS,,,,,,,,,,,,,,,,4.58,,,,,,,,,,,2025-07-30T21:10:19.452624,
BILZ,,,,,,,,,,,,,,,,4.49,,,,,,,,,,,2025-07-30T21:10:19.590154,
BINC,,,,,,,,,,,,,,,,6.37,,,,,,,,,,,2025-07-30T21:10:23.064419,
BINT,,17.62487,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:23.177618,
BINV,,16.45889,,,,,,,,,,,,,,1.88,,,,,,,,,,,2025-07-30T21:10:23.271567,
BIO,Healthcare,,6900021760.0,-0.042,Medical Devices,21.682405,6583004160.0,-0.83,-0.85164,0.097200006,-0.27515,0.01548,20.503,5.994,4.143,,0.0,0.949,22142400.0,18691795.0,2.47,241.716,1.0450281,2.715368,2.591,15.424,2025-07-30T21:10:23.354593,
BIO.B,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:23.452124,
BIOA,Healthcare,,160608000.0,,Drug Manufacturers - Specialty & Generic,-1.5830389,-149597840.0,,0.0,-11.33425,-0.30201,-0.19541,3.293,13.683,13.564,,0.0,,35850000.0,23819840.0,7.55,8.735,0.51287925,110.687805,-103.1,1.832,2025-07-30T21:10:24.307904,
BIOX,Basic Materials,,220131136.0,-0.291,Agricultural Inputs,5.7031255,499378528.0,,-0.023640001,0.031489998,-0.026719999,0.01705,79.224,1.018,0.717,,0.0,0.412,60309900.0,39162766.0,3.5,4.919,0.7420207,0.574321,1.303,12.219,2025-07-30T21:10:26.650341,
BIP,Utilities,,14625946624.0,0.04,Utilities - Diversified,35.30337,93753745408.0,-0.631,0.00207,0.24685,0.044710003,0.03088,187.442,0.771,0.656,5.47,40.5,1.055,462022016.0,455715839.0,1.91,9.924,3.166062,0.68847424,4.413,10.678,2025-07-30T21:10:30.216284,
BIP$A,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:30.122156,HTTP Error 404: 
BIP$B,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:30.404065,HTTP Error 404: 
BIPC,Utilities,,4956035072.0,0.03,Utilities - Regulated Gas,,20509880320.0,15.695,-0.06688,0.59742,0.22202998,0.05979,432.636,0.482,0.482,4.14,0.158,1.337,119039000.0,106012368.0,10.52,-7.057,-5.8835196,1.3420079,5.554,6.841,2025-07-30T21:10:31.168060,
BIPH,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:31.471808,
BIPI,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:31.548029,
BIPJ,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:31.657747,
BIRD,Consumer Cyclical,,81190400.0,-0.183,Apparel Retail,-0.920591,84907160.0,,-0.48132,-0.71089995,-0.72288,-0.26146,52.678,3.212,1.632,,0.0,1.912,5601110.0,5463932.0,13.74,10.279,0.9699387,0.44477168,0.465,-1.084,2025-07-30T21:10:31.757546,
BIRK,Consumer Cyclical,32.52201,9509779456.0,0.193,Footwear & Accessories,27.652407,10873307136.0,0.473,0.12897,0.30079,0.09438,0.064770006,49.986,3.058,1.237,,0.0,,183906000.0,36313020.0,4.04,14.869,3.4777052,4.8604317,5.557,18.853,2025-07-30T21:10:32.597769,
BIS,,,,,,,,,,,,,,,,3.39,,,,,,,,,,,2025-07-30T21:10:32.813808,
BIT,Financial Services,12.008196,612934016.0,,Asset Management,,,,0.0,0.0,,,,,,10.13,1.2167,,41838500.0,,2.96,,,,,,2025-07-30T21:10:32.981383,
BITB,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:10:33.090402,
BITC,,,,,,,,,,,,,,,,44.56,,,,,,,,,,,2025-07-30T21:10:33.280461,
BITF,Financial Services,,691360768.0,0.329,Capital Markets,62.0,676534656.0,,-0.40092,-0.30988002,-0.16301,-0.104320005,3.865,2.637,0.485,,0.0,4.104,557548992.0,508176913.0,2.22,1.201,1.032473,3.301438,3.231,24.067,2025-07-30T21:10:33.870695,
BITI,,,,,,,,,,,,,,,,3.23,,,,,,,,,,,2025-07-30T21:10:34.265960,
BITO,,,,,,,,,,,,,,,,55.38,,,,,,,,,,,2025-07-30T21:10:34.530409,
BITQ,,18.681631,,,,,,,,,,,,,,0.77,,,,,,,,,,,2025-07-30T21:10:34.630456,
BITS,,13.980377,,,,,,,,,,,,,,27.05,,,,,,,,,,,2025-07-30T21:10:34.724846,
BITU,,,,,,,,,,,,,,,,5.03,,,,,,,,,,,2025-07-30T21:10:35.321855,
BITX,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,2025-07-30T21:10:35.610650,
BITY,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:10:35.874073,
BIV,,,,,,,,,,,,,,,,3.83,,,,,,,,,,,2025-07-30T21:10:36.069268,
