symbol,sector,pe_ratio,market_cap,revenue_growth,industry,forward_pe,enterprise_value,earnings_growth,profit_margin,operating_margin,return_on_equity,return_on_assets,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,shares_outstanding,float_shares,short_ratio,book_value,price_to_book,price_to_sales,enterprise_to_revenue,enterprise_to_ebitda,last_updated,error
ENX,Financial Services,,168476992.0,0.001,Asset Management,,244187728.0,,0.45509997,0.79874,0.02895,0.021470001,42.589,2.342,2.342,5.33,0.2748,0.722,17961300.0,,0.73,10.072,0.93129474,13.68163,19.83,,2025-08-17T22:55:45.462764,
ENZL,,33.047604,,,,,,,,,,,,,,2.33,,,,,,,,,,,2025-08-17T22:55:46.323363,
EOCT,,13.915095,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-08-17T22:55:46.427134,
EOD,Financial Services,8.441176,247198256.0,,Asset Management,,,,0.0,0.0,,,,,,8.81,0.6902,,43065900.0,,0.3,,,,,,2025-08-17T22:55:46.527313,
EOG,Energy,11.552426,64967708672.0,-0.113,Oil & Gas E&P,10.758589,64347758592.0,-0.166,0.25143,0.32806,0.19631,0.100200005,15.719,1.786,1.492,3.43,0.3657,0.817,545993024.0,544169798.0,4.66,53.55,2.2220354,2.849711,2.823,5.45,2025-08-17T22:55:47.594458,
EOI,Financial Services,13.753247,865175488.0,-0.189,Asset Management,,,,22.379122,-0.41017,0.26808,0.00077,,0.377,0.357,7.58,1.0406,1.122,40848700.0,,1.2,18.825,1.1250995,103.84911,,,2025-08-17T22:55:47.806796,
EOLS,Healthcare,,435332736.0,0.037,Drug Manufacturers - Specialty & Generic,33.649998,528500864.0,,-0.22305,-0.20355,-187.29608,-0.11063,,2.274,1.717,,0.0,1.124,64685400.0,50629277.0,14.62,-0.289,-23.287197,1.5662775,1.901,-15.024,2025-08-17T22:55:47.906358,
EONR,Energy,,12062958.0,-0.282,Oil & Gas E&P,0.8538462,73213008.0,,-0.36409,-0.05623,-0.20476,-0.008450001,111.555,0.213,0.171,,0.0,-1.028,36225100.0,27323990.0,0.66,0.495,0.6727273,0.66323674,4.025,83.12,2025-08-17T22:55:50.367515,
EONR.W,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:55:50.254483,HTTP Error 404: 
EOS,Financial Services,4.510358,1268463872.0,-0.105,Asset Management,,,-0.117,41.90309,-1.00483,0.24642,-0.0032600001,0.017,0.224,0.172,7.63,0.3232,1.223,52963000.0,,0.44,23.303,1.0277647,191.58168,,,2025-08-17T22:55:50.730184,
EOSE,Industrials,,1522744448.0,15.967,Electrical Equipment & Parts,-5.279279,2383129088.0,,0.0,-4.17708,,-0.43508998,,2.228,1.388,,0.0,2.073,259854000.0,255960999.0,5.4,-4.3,-1.3627907,45.05161,70.507,-11.836,2025-08-17T22:55:56.645042,
EOSEW,Industrials,,,15.967,Electrical Equipment & Parts,,,,0.0,-4.17708,,-0.43508998,,2.228,1.388,,,2.073,,255960999.0,,-4.3,-0.093023255,,,,2025-08-17T22:55:56.842898,
EOT,Financial Services,52.225807,252967136.0,,Asset Management,,,,0.0,0.0,,,,,,5.06,2.5877,,15624900.0,,0.26,,,,,,2025-08-17T22:55:56.851166,
EP,Energy,,171514048.0,-0.319,Oil & Gas E&P,,186348944.0,,-0.43683997,-0.61395,-0.30238,-0.08279,32.1,0.555,0.476,,0.0,1.023,33829200.0,25270525.0,47.37,1.615,3.139319,4.37869,4.757,-44.154,2025-08-17T22:55:56.956945,
EP$C,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:55:56.566840,HTTP Error 404: 
EPAC,Industrials,25.937887,2252421632.0,0.055,Specialty Industrial Machinery,20.571428,2302793728.0,-0.128,0.14649999,0.23662001,0.2191,0.10759,43.557,2.898,1.972,0.1,0.0248,1.159,53937300.0,53390403.0,1.8,8.121,5.1422234,3.7040377,3.787,15.372,2025-08-17T22:55:57.984590,
EPAM,Technology,22.53,8783958016.0,0.18,Information Technology Services,14.093835,7905888768.0,-0.082,0.07911,0.09633,0.11354,0.08486,4.435,3.172,2.964,,0.0,1.667,55696900.0,53779264.0,3.16,65.854,2.3948433,1.73219,1.559,11.065,2025-08-17T22:55:58.069789,
EPC,Consumer Defensive,16.985186,1065424128.0,-0.032,Household & Personal Products,6.5890803,2278025216.0,-0.367,0.0294,0.114479996,0.04121,0.03649,90.064,1.771,0.738,2.62,0.44439998,0.818,46464200.0,45756594.0,4.67,33.751,0.6793873,0.48342672,1.034,7.543,2025-08-17T22:55:58.260679,
EPD,Energy,11.797752,68205375488.0,-0.157,Oil & Gas Midstream,11.052632,101417295872.0,0.023,0.10717,0.15084,0.20148,0.05764,110.711,0.96,0.572,6.92,0.794,0.662,2165250048.0,1452945989.0,7.13,13.422,2.346893,1.2456238,1.852,10.689,2025-08-17T22:55:58.371349,
EPEM,,13.703575,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:55:58.483035,
EPHE,,10.257606,,,,,,,,,,,,,,2.14,,,,,,,,,,,2025-08-17T22:55:59.440896,
EPI,,18.312862,,,,-84.20755,,,,,,,,,,0.27,,,,,,,,,,,2025-08-17T22:55:59.518474,
EPIN,,16.630287,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:55:59.715015,
EPIX,Healthcare,,91305208.0,,Biotechnology,-3.86,-18314548.0,,0.0,0.0,-0.21252,-0.15246001,,69.066,68.844,,0.0,1.556,47308400.0,33355729.0,1.82,2.453,0.7867916,,,,2025-08-17T22:55:59.825251,
EPM,Energy,,171881088.0,-0.02,Oil & Gas E&P,12.525001,197977008.0,,-0.00819,0.070300005,-0.00908,0.020280002,49.664,0.879,0.734,9.58,12.0,0.626,34307600.0,30116640.0,7.78,2.139,2.3422163,1.9995706,2.303,7.412,2025-08-17T22:55:59.931673,
EPMB,,20.529295,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:00.893651,
EPMV,,18.911945,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:00.971638,
EPOL,,13.895323,,,,,,,,,,,,,,4.22,,,,,,,,,,,2025-08-17T22:56:01.167385,
EPOW,Industrials,,24693106.0,0.755,Electrical Equipment & Parts,,111722376.0,,-0.18118,-0.26201,-0.49517,-0.07872,185.878,0.726,0.385,,0.0,0.021,20419700.0,13832971.0,0.22,-0.38,-2.4078948,0.37990716,1.719,-9.715,2025-08-17T22:56:01.273663,
EPP,,19.405325,2712879104.0,,,,,,,,,,,,,3.69,,,53100000.0,,,51.169,0.9984561,,,,2025-08-17T22:56:01.383211,
EPR,Real Estate,25.90148,4002211072.0,0.026,REIT - Specialty,19.619404,7004430848.0,0.784,0.25620002,0.53534,0.07538,0.04124,128.764,1.278,0.87,6.73,1.7044001,1.338,76116600.0,74359862.0,5.27,30.624,1.716954,5.7059917,9.986,13.059,2025-08-17T22:56:06.488427,
EPR$C,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:06.277681,HTTP Error 404: 
EPR$E,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:06.750332,HTTP Error 404: 
EPR$G,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:06.387492,HTTP Error 404: 
EPRF,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,2025-08-17T22:56:07.086598,
EPRT,Real Estate,25.563025,6044240896.0,0.254,REIT - Retail,23.952757,8371973120.0,0.089,0.44477,0.63,0.063319996,0.034590002,61.419,2.472,2.468,3.94,0.99160004,1.092,198140000.0,197269753.0,5.92,19.329,1.573801,12.010271,16.636,18.322,2025-08-17T22:56:07.629849,
EPRX,Healthcare,,190829952.0,,Biotechnology,-6.083543,201813744.0,,0.0,0.0,-1.69247,-0.75001,0.167,8.719,7.6,,0.0,1.541,35849400.0,24992619.0,13.23,-0.257,-20.712452,,,-6.956,2025-08-17T22:56:07.843284,
EPS,,23.283697,,,,,,,,,,,,,,1.37,,,,,,,,,,,2025-08-17T22:56:07.944640,
EPSB,,19.644037,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:08.031142,
EPSM,Consumer Defensive,1000.0,268760000.0,-0.499,Beverages - Wineries & Distilleries,,268826784.0,,0.021960001,-0.02487,0.03541,0.02385,2.019,4.439,0.583,,0.0,,13438000.0,2076042.0,2.1,0.676,29.585798,21.469763,21.475,635.059,2025-08-17T22:56:08.436059,
EPSN,Energy,24.47826,124189920.0,0.591,Oil & Gas E&P,15.216216,114699424.0,0.881,0.11752,0.29271,0.05177,0.04987,0.417,2.233,2.081,4.44,1.087,0.172,22017400.0,17169291.0,3.08,4.551,1.2370907,2.8214664,2.606,4.357,2025-08-17T22:56:08.992763,
EPSV,,18.497597,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:09.300491,
EPU,,12.832506,,,,,,,,,,,,,,4.49,,,,,,,,,,,2025-08-17T22:56:09.401193,
EPV,,,,,,,,,,,,,,,,5.85,,,,,,,,,,,2025-08-17T22:56:09.584753,
EPWK,Technology,,9573005.0,-0.006,Software - Application,,16049858.0,,-0.08467,-0.09285,,-0.24520999,,0.172,0.062,,0.0,,18764000.0,8611653.0,0.18,-0.399,-1.0749373,0.47475705,0.796,-8.736,2025-08-17T22:56:09.892220,
EQ,Healthcare,,40720000.0,,Biotechnology,-0.890625,56597676.0,,-1.21996,-1.23694,-1.46924,-0.46315,5.123,1.652,1.594,,0.0,1.152,35719300.0,30472196.0,0.82,0.142,8.028169,2.4599771,3.419,-2.783,2025-08-17T22:56:10.450468,
EQAL,,20.008821,,,,,,,,,,,,,,1.73,,,,,,,,,,,2025-08-17T22:56:10.674480,
EQBK,Financial Services,9.753086,759110976.0,0.059,Banks - Regional,9.6577015,837316416.0,0.132,0.29496,0.37124002,0.1224,0.01265,,,,1.52,0.1481,0.862,19218000.0,14109498.0,1.59,36.248,1.0897152,3.334875,3.678,,2025-08-17T22:56:10.851507,
EQH,Financial Services,41.782948,16144991232.0,-0.326,Asset Management,7.4550486,9738015744.0,,0.035889998,-0.12786001,0.25013,0.00332,233.108,1.77,1.423,2.0,0.76739997,1.13,299536000.0,297745240.0,2.05,-0.262,-205.7252,1.156518,0.698,4.083,2025-08-17T22:56:12.763707,
EQH$A,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:12.688029,HTTP Error 404: 
EQH$C,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:14.526848,HTTP Error 404: 
EQIN,,18.657293,,,,,,,,,,,,,,2.07,,,,,,,,,,,2025-08-17T22:56:15.128324,
EQIX,Real Estate,76.90059,76462120960.0,0.054,REIT - Specialty,58.39387,94676107264.0,0.187,0.1113,0.22575001,0.07512,0.03131,154.895,1.544,1.151,2.4,1.7600999,0.888,97864000.0,97493081.0,3.14,143.913,5.4290442,8.561428,10.601,25.086,2025-08-17T22:56:15.316831,
EQL,,23.898527,,,,,,,,,,,,,,1.76,,,,,,,,,,,2025-08-17T22:56:15.418311,
EQLS,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,2025-08-17T22:56:15.594207,
EQLT,,16.06814,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:15.785147,
EQNR,Energy,8.125828,62041538560.0,-0.013,Oil & Gas Integrated,8.550524,74940882944.0,-0.231,0.07718,0.26502,0.19217,0.13324,81.828,1.466,0.924,6.03,0.4702,0.025,2528179968.0,619106640.0,5.95,15.988,1.5349013,0.58274114,0.704,1.993,2025-08-17T22:56:16.487507,
EQR,Real Estate,24.196226,25235195904.0,0.047,REIT - Residential,37.94083,33666015232.0,0.08,0.33221,0.29397,0.09082,0.02622,75.259,0.121,0.039,4.32,1.0292,0.935,381897984.0,344055779.0,2.9,28.925,2.2167675,8.288063,11.057,18.122,2025-08-17T22:56:16.677449,
EQRR,,16.603045,,,,,,,,,,,,,,2.09,,,,,,,,,,,2025-08-17T22:56:16.789330,
EQS,Financial Services,,25421138.0,0.079,Asset Management,,26994088.0,,0.0,-1.5658299,-0.39152,-0.025840001,4.814,1.202,1.202,,0.0,,13586200.0,4678670.0,2.31,2.511,0.7451613,18.760988,19.922,,2025-08-17T22:56:16.867097,
EQT,Energy,27.815788,32981411840.0,1.115,Oil & Gas E&P,20.972221,44415549440.0,64.0,0.16102,0.63418,0.06473,0.04022,33.13,0.707,0.595,1.19,0.3316,0.593,624057024.0,618559058.0,1.72,35.776,1.4772472,4.6429,6.253,9.816,2025-08-17T22:56:22.694354,
EQTY,,28.12833,,,,,,,,,,,,,,0.31,,,,,,,,,,,2025-08-17T22:56:22.770540,
EQV,Financial Services,,460433920.0,,Shell Companies,,459361792.0,,0.0,0.0,,,,1.507,1.294,,,,35822500.0,23403237.0,0.01,-0.283,-36.501766,,,,2025-08-17T22:56:22.884639,
EQV.U,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:22.588543,HTTP Error 404: 
EQV.W,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:37.507975,HTTP Error 404: 
EQWL,,21.773777,,,,,,,,,,,,,,1.76,,,,,,,,,,,2025-08-17T22:56:23.753542,
EQX,Basic Materials,,6067983872.0,0.776,Gold,7.3211007,7724033024.0,-0.937,-0.0121,0.21687001,-0.00542,0.025899999,39.43,0.936,0.473,,0.0,1.39,760398976.0,725603485.0,2.22,6.972,1.1445783,3.1840699,4.053,11.89,2025-08-17T22:56:23.957323,
ERAS,Healthcare,,465218816.0,,Biotechnology,-2.216216,210817312.0,,0.0,0.0,,,12.719,,,,0.0,1.074,283670016.0,167323692.0,20.77,1.41,1.1631206,,,-1.607,2025-08-17T22:56:24.038811,
ERC,Financial Services,12.702702,263705712.0,0.047,Asset Management,,382471200.0,,1.2454,0.91099,0.13994001,0.04366,42.64,0.071,0.071,9.22,1.1141,0.591,28053800.0,,0.37,9.948,0.9449135,8.653955,12.551,,2025-08-17T22:56:24.156184,
ERET,,24.146969,,,,,,,,,,,,,,4.59,,,,,,,,,,,2025-08-17T22:56:25.017346,
ERH,Financial Services,4.302491,107520120.0,-0.031,Asset Management,,142246960.0,7.031,3.7557998,0.82483,,,27.208,0.073,0.072,8.07,0.28059998,,8893310.0,,0.3,13.314,0.9080667,20.06474,26.545,,2025-08-17T22:56:25.220913,
ERIC,Technology,14.277778,25621872640.0,-0.062,Communication Equipment,14.826923,28003139584.0,,0.0704,0.124960005,0.20934999,0.0366,51.059,1.089,0.839,3.42,0.5114,0.435,3071529984.0,2917883460.0,1.3,26.019,0.29632193,0.10421156,0.114,1.292,2025-08-17T22:56:25.303576,
ERIE,Financial Services,30.67113,19165294592.0,0.07,Insurance Brokers,27.35224,18809176064.0,0.067,0.15728,0.19319001,0.31144,0.15571,1.609,1.473,1.361,1.49,0.4418,0.319,46189100.0,19539678.0,11.61,41.778,8.773038,4.823312,4.734,23.928,2025-08-17T22:56:25.417383,
ERII,Industrials,33.761906,754353344.0,0.031,Pollution & Treatment Controls,25.781818,685394112.0,,0.17017001,0.052550003,0.11951999,0.06761,5.701,8.076,6.108,,0.0,1.036,53198400.0,52129098.0,2.43,3.45,4.110145,5.320778,4.834,23.746,2025-08-17T22:56:26.287934,
ERJ,Industrials,28.058537,10973148160.0,0.309,Aerospace & Defense,27.92233,49512792064.0,-0.0,0.05372,0.09965,0.11318,0.03558,64.424,1.327,0.551,0.09,0.024,1.117,183392000.0,693806854.0,2.57,24.798,2.319542,0.2756758,1.244,12.133,2025-08-17T22:56:26.592410,
ERNA,Healthcare,,11667502.0,,Biotechnology,-0.16510417,4487715.0,,0.0,-24.10451,,-0.27194,13.344,1.808,1.686,,0.0,,7361200.0,2072998.0,0.81,0.858,1.8473195,23.908815,9.196,-0.384,2025-08-17T22:56:26.472822,
ERNZ,,20.40031,,,,,,,,,,,,,,9.24,,,,,,,,,,,2025-08-17T22:56:26.692712,
ERO,Basic Materials,10.050725,1436945920.0,0.396,Copper,154.1111,2027520896.0,,0.26622,0.28806,0.19367,0.06603,78.807,0.842,0.437,,0.0,1.611,103601000.0,91243858.0,5.5,7.947,1.7453127,2.6809993,3.783,8.551,2025-08-17T22:56:27.558820,
ERTH,,21.093948,,,,,,,,,,,,,,1.02,,,,,,,,,,,2025-08-17T22:56:27.738473,
ERX,,15.4486885,,,,,,,,,,,,,,2.74,,,,,,,,,,,2025-08-17T22:56:27.860475,
ERY,,,,,,,,,,,,,,,,3.76,,,,,,,,,,,2025-08-17T22:56:27.958697,
ES,Utilities,28.61572,24319166464.0,0.12,Utilities - Regulated Electric,13.709204,53910568960.0,0.008,0.06604,0.24614,0.056209996,0.031140001,188.224,0.713,0.326,4.59,1.2817,0.619,371115008.0,370298728.0,2.61,42.221,1.5520712,1.8719817,4.15,12.043,2025-08-17T22:56:28.715904,
ESAB,Industrials,24.137854,6695673344.0,0.012,Metal Fabrication,20.503717,7646409728.0,-0.192,0.09359,0.15439999,0.14866,0.06741,55.253,1.947,1.041,0.36,0.0744,1.236,60698700.0,56678634.0,4.04,34.098,3.2350872,2.4457026,2.793,14.608,2025-08-17T22:56:28.996852,
ESBA,Real Estate,31.608694,2003772032.0,0.007,REIT - Office,,4042157568.0,-0.613,0.09007,0.18409,0.03884,0.02191,116.572,3.213,2.894,1.93,0.6087,1.74,17386400.0,24782833.0,1.32,6.315,1.1512272,2.6252055,5.296,12.626,2025-08-17T22:56:29.110754,
ESCA,Consumer Cyclical,13.206521,167714944.0,-0.131,Leisure,6.1989794,180786496.0,-0.35,0.053049996,0.04824,0.07664,0.04024,13.956,4.146,1.697,4.94,0.8152,0.758,13803700.0,10106688.0,4.18,12.195,0.99630994,0.69449484,0.749,8.756,2025-08-17T22:56:29.212288,
ESE,Technology,43.683964,4783250944.0,0.088,Scientific & Technical Instruments,38.50728,4952242688.0,-0.1,0.102180004,0.088149995,0.087290004,0.04749,22.133,1.519,0.822,0.17,0.075500004,1.232,25824700.0,25673097.0,1.81,51.37,3.6056066,4.2561216,4.406,21.565,2025-08-17T22:56:30.073923,
ESEA,Industrials,3.4961965,418644960.0,-0.025,Marine Shipping,4.689953,545507584.0,-0.265,0.53748,0.5832,0.32882,0.12495,56.422,3.207,2.207,4.69,0.1083,0.963,7006610.0,2770204.0,0.52,57.514,1.0388775,1.8940283,2.468,3.752,2025-08-17T22:56:30.254734,
ESG,,25.475698,,,,,,,,,,,,,,1.08,,,,,,,,,,,2025-08-17T22:56:30.369961,
ESGD,,18.643412,,,,,,,,,,,,,,3.03,,,,,,,,,,,2025-08-17T22:56:30.469855,
ESGE,,15.062666,,,,,,,,,,,,,,2.34,,,,,,,,,,,2025-08-17T22:56:31.232116,
ESGG,,22.406763,,,,,,,,,,,,,,1.62,,,,,,,,,,,2025-08-17T22:56:31.511640,
ESGL,Industrials,,114158224.0,-0.059,Waste Management,,119882040.0,,-0.103819996,-0.14376001,-0.055710003,-0.0198,43.955,0.233,0.157,,0.0,1.347,41816200.0,18758347.0,2.13,0.352,7.755682,18.715126,19.653,233.482,2025-08-17T22:56:31.634001,
ESGLW,Industrials,,,-0.059,Waste Management,,,,-0.103819996,-0.14376001,-0.055710003,-0.0198,43.955,0.233,0.157,,,1.347,,18758347.0,,0.352,0.1934659,,,,2025-08-17T22:56:31.727782,
ESGR,Financial Services,10.833921,5038272000.0,-0.194,Insurance - Diversified,8.44775,3829906688.0,-0.586,0.43858,0.46078,0.08563,0.02207,31.354,0.387,0.289,,0.0,0.706,14910100.0,10619930.0,1.14,426.587,0.79212445,4.358367,3.313,,2025-08-17T22:56:32.490247,
ESGRO,Financial Services,,2724169984.0,-0.194,Insurance - Diversified,,-700938304.0,-0.586,0.43858,0.46078,0.08563,0.02207,31.354,0.387,0.289,0.0854,,0.706,21460800.0,10619930.0,0.26,426.587,0.04503184,2.3565485,-0.606,,2025-08-17T22:56:32.767137,
ESGRP,Financial Services,,2881925120.0,-0.194,Insurance - Diversified,,-706532672.0,-0.586,0.43858,0.46078,0.08563,0.02207,31.354,0.387,0.289,0.086,,0.706,21460800.0,10619930.0,0.75,426.587,0.048008963,2.4930148,-0.611,,2025-08-17T22:56:32.887984,
ESGU,,27.578154,,,,,,,,,,,,,,1.08,,,,,,,,,,,2025-08-17T22:56:32.984620,
ESGV,,28.925293,,,,,,,,,,,,,,0.98,,,,,,,,,,,2025-08-17T22:56:33.761726,
ESHA,Financial Services,79.85715,43628608.0,,Shell Companies,,42705188.0,,0.0,0.0,2.75154,-0.00968,,0.904,0.569,,0.0,0.022,3892380.0,829763.0,11.46,-0.048,-232.91667,,,,2025-08-17T22:56:34.035604,
ESHAR,,,,,,,,,,,,,,,,,,,,,,-0.048,-2.1875,,,,2025-08-17T22:56:34.159761,
ESI,Basic Materials,25.19192,6025927680.0,0.02,Specialty Chemicals,15.395062,7146419712.0,-0.491,0.09661999,0.15083,0.09571,0.04325,61.943,4.097,2.895,1.28,0.3232,1.257,241616992.0,226358579.0,3.59,10.869,2.2945993,2.4218993,2.872,14.347,2025-08-17T22:56:34.268355,
ESIX,,17.974236,,,,,,,,,,,,,,1.92,,,,,,,,,,,2025-08-17T22:56:35.119318,
ESLA,Healthcare,,32910696.0,,Biotechnology,,32417092.0,,0.0,0.0,,,,0.163,0.145,,0.0,0.343,36165600.0,10336481.0,9.22,-0.164,-5.5487804,,,,2025-08-17T22:56:35.302384,
ESLAW,Healthcare,,,,Biotechnology,,,,0.0,0.0,,-1.7475301,,0.282,0.254,,,-0.09,,9097054.0,,-2.89,-0.0139792375,,,,2025-08-17T22:56:37.411486,
ESLT,Industrials,52.60771,21589223424.0,0.213,Aerospace & Defense,54.588234,21508763648.0,0.528,0.05347,0.08,0.115609996,0.03292,31.304,1.286,0.768,0.65,0.2494,-0.321,46346300.0,26133565.0,1.18,86.604,5.3577204,2.87235,2.862,28.258,2025-08-17T22:56:37.608701,
ESML,,20.42757,,,,,,,,,,,,,,1.28,,,,,,,,,,,2025-08-17T22:56:38.604680,
ESMV,,24.310345,,,,,,,,,,,,,,1.62,,,,,,,,,,,2025-08-17T22:56:38.691157,
ESN,,20.431612,,,,,,,,,,,,,,1.22,,,,,,,,,,,2025-08-17T22:56:39.003319,
ESNT,Financial Services,9.017492,6158534144.0,0.02,Insurance - Specialty,8.913545,5914779136.0,0.01,0.56362,0.74988997,0.12935,0.07876,8.719,2.72,1.557,2.0,0.172,0.816,99556000.0,95014131.0,2.16,56.981,1.085625,4.855716,4.664,6.704,2025-08-17T22:56:38.907018,
ESOA,Industrials,54.17647,153351104.0,0.206,Engineering & Construction,21.418604,199494688.0,-0.887,0.0072500003,0.030580001,0.052449998,0.02037,112.724,1.336,1.286,1.3,0.5294,0.934,16650500.0,12282269.0,5.56,3.283,2.805361,0.397706,0.517,11.739,2025-08-17T22:56:39.107390,
ESP,Industrials,17.126865,129961264.0,0.248,Electrical Equipment & Parts,4590.0005,82505472.0,0.575,0.15456,0.16996999,0.16587,0.075679995,,2.54,1.693,2.18,0.3545,0.117,2831400.0,1875948.0,0.53,17.672,2.5973291,2.82736,1.795,10.222,2025-08-17T22:56:42.774982,
ESPO,,29.870586,,,,,,,,,,,,,,0.34,,,,,,,,,,,2025-08-17T22:56:42.857782,
ESPR,Healthcare,,410409984.0,0.116,Drug Manufacturers - Specialty & Generic,10.25,925443776.0,,-0.38796002,0.08612,,-0.06335,,1.147,0.649,,0.0,0.825,200200000.0,199759830.0,4.77,-2.166,-0.9464451,1.5306667,3.452,-26.186,2025-08-17T22:56:42.966789,
ESQ,Financial Services,17.727274,815859456.0,0.092,Banks - Regional,17.341198,612967552.0,0.104,0.36589,0.48092997,0.19299,0.02458,,,,0.73,0.12060001,0.57,8538560.0,6685327.0,4.48,32.741,2.9183593,6.432143,4.833,,2025-08-17T22:56:43.069447,
ESRT,Real Estate,32.304348,2206999808.0,0.009,REIT - Diversified,43.70588,3998182656.0,-0.626,0.05846,0.18364,0.03884,0.02191,116.572,2.736,2.465,1.88,0.6087,1.712,168640992.0,138618711.0,2.62,6.133,1.2114788,2.889704,5.235,12.489,2025-08-17T22:56:43.147061,
ESS,Real Estate,20.833736,17914986496.0,0.059,REIT - Residential,43.08638,23659642880.0,1.376,0.42391998,0.33938998,0.1512,0.02947,116.679,0.573,0.165,3.96,0.8071,0.81,64404000.0,63809573.0,3.81,87.499,2.9643767,9.489086,12.532,19.662,2025-08-17T22:56:44.031084,
ESSA,Financial Services,13.296775,209288368.0,-0.063,Banks - Regional,10.623712,367288896.0,-0.402,0.22284001,0.30143,0.06427,0.00678,,,,0.0291,0.38709998,0.443,10154700.0,7955368.0,1.64,24.796,0.8311825,3.1545463,5.536,,2025-08-17T22:56:44.312148,
ESTA,Healthcare,,1110157184.0,0.163,Medical Devices,-23.224243,1281634560.0,,-0.49890998,-0.27499,-2.6117802,-0.12782,993.344,2.838,1.545,,0.0,0.829,28970700.0,16952516.0,14.57,0.786,48.753178,6.2572975,7.224,-23.722,2025-08-17T22:56:44.420216,
ESTC,Technology,,8153634304.0,0.16,Software - Application,41.76216,7351379456.0,,-0.07289,-0.029660001,-0.12983,-0.01396,64.171,1.915,1.758,,0.0,1.071,105535000.0,92322974.0,3.02,8.786,8.793535,5.4969707,4.956,-176.292,2025-08-17T22:56:44.519189,
ET,Energy,13.364342,59179401216.0,-0.072,Oil & Gas Midstream,10.911392,134945431552.0,-0.086,0.05885,0.12015,0.13208,0.047030002,134.278,1.154,0.873,7.66,1.0039,0.791,3432679936.0,3156625282.0,2.02,9.155,1.883124,0.7344636,1.675,9.169,2025-08-17T22:56:44.594385,
ET$I,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:47.285802,HTTP Error 404: 
ETB,Financial Services,5.6398473,432395584.0,-0.09,Asset Management,,432394752.0,1.063,11.69077,0.22143999,0.17525,0.00232,,0.249,0.11,8.63,0.472,0.944,29374700.0,,0.99,15.59,0.94419503,65.90218,65.902,,2025-08-17T22:56:47.944055,
ETD,Consumer Cyclical,14.865671,759848384.0,-0.049,"Furnishings, Fixtures & Appliances",11.857142,754317184.0,-0.336,0.08394,0.09696999,0.10691,0.05257,25.643,2.028,0.93,5.22,0.7761,1.197,25430000.0,23893088.0,4.01,18.794,1.589869,1.2362313,1.227,9.684,2025-08-17T22:56:48.056083,
ETEC,,21.23119,,,,,,,,,,,,,,0.9,,,,,,,,,,,2025-08-17T22:56:48.157418,
ETG,Financial Services,12.687117,1578337024.0,-0.019,Asset Management,,1948233472.0,-0.997,1.6238,0.82354,0.082320005,0.019299999,24.543,10.505,8.129,7.5,0.9519,1.242,76321904.0,,1.92,19.752,1.0469825,20.67297,25.518,,2025-08-17T22:56:48.329449,
ETH,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-08-17T22:56:48.636156,
ETHA,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:49.212895,
ETHD,,,,,,,,,,,,,,,,203.72,,,,,,,,,,,2025-08-17T22:56:49.507646,
ETHE,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-08-17T22:56:49.606061,
ETHO,,21.676413,,,,,,,,,,,,,,0.47,,,,,,,,,,,2025-08-17T22:56:49.781582,
ETHT,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,2025-08-17T22:56:50.090039,
ETHU,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:50.659818,
ETHV,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-08-17T22:56:50.998425,
ETHW,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-08-17T22:56:52.430761,
ETI$,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T22:56:52.536490,HTTP Error 404: 
