doc_path,family,module,code_paths,tests,algorithm_fidelity_lens,high_end_reference,raw_sources
docs/engines/weinstein-stage2/weinstein-stage2-runtime-status.md,weinstein-stage2,,screeners/weinstein_stage2/screener.py,tests/test_weinstein_stage2_screener.py,Timing-state labels and cutoffs are heuristic.; Higher-end state taxonomies in legacy notes exceed current code.,Higher-end target: clearer state machine and richer benchmark-context explanation.,docs/archive/raw-sources/PRD/stage2 analysis/weinstein_stage2_quant_screener_prd.md
docs/engines/weinstein-stage2/stage2-screening/stage2-screening-prd.md,weinstein-stage2,stage2-screening,screeners/weinstein_stage2/screener.py,tests/test_weinstein_stage2_screener.py,Medium-high fidelity for live code.,Clearer timing-state lineage and more formal stage-transition semantics.,docs/archive/raw-sources/PRD/stage2 analysis/weinstein_stage2_quant_screener_prd.md
docs/engines/weinstein-stage2/stage2-screening/stage2-screening-design.md,weinstein-stage2,stage2-screening,screeners/weinstein_stage2/screener.py,tests/test_weinstein_stage2_screener.py,Medium-high fidelity for live code.,Clearer timing-state lineage and more formal stage-transition semantics.,docs/archive/raw-sources/PRD/stage2 analysis/weinstein_stage2_quant_screener_prd.md
docs/engines/weinstein-stage2/stage2-screening/stage2-screening-technical-specification.md,weinstein-stage2,stage2-screening,screeners/weinstein_stage2/screener.py,tests/test_weinstein_stage2_screener.py,Medium-high fidelity for live code.,Clearer timing-state lineage and more formal stage-transition semantics.,docs/archive/raw-sources/PRD/stage2 analysis/weinstein_stage2_quant_screener_prd.md
docs/engines/weinstein-stage2/stage2-screening/stage2-screening-runtime-spec.md,weinstein-stage2,stage2-screening,screeners/weinstein_stage2/screener.py,tests/test_weinstein_stage2_screener.py,Medium-high fidelity for live code.,Clearer timing-state lineage and more formal stage-transition semantics.,docs/archive/raw-sources/PRD/stage2 analysis/weinstein_stage2_quant_screener_prd.md
docs/engines/weinstein-stage2/stage2-screening/stage2-screening-erd.md,weinstein-stage2,stage2-screening,screeners/weinstein_stage2/screener.py,tests/test_weinstein_stage2_screener.py,Medium-high fidelity for live code.,Clearer timing-state lineage and more formal stage-transition semantics.,docs/archive/raw-sources/PRD/stage2 analysis/weinstein_stage2_quant_screener_prd.md
docs/engines/leader-lagging/leader-lagging-subsystem-prd.md,leader-lagging,,screeners/leader_lagging/screener.py; screeners/leader_core_bridge.py,tests/test_leader_lagging_screener.py; tests/test_market_intel_bridge.py,Local leader heuristics still coexist with canonical core truth downstream.; Higher-end group semantics are not yet versioned.,Higher-end target: tighter separation between tactical overlays and canonical upstream truth.,docs/archive/raw-sources/PRD/leader stock/leader_lagging_multifactor_prd.md; docs/archive/raw-sources/PRD/leader stock/leader_lagging_rs_screener_prd.md
docs/engines/leader-lagging/leader-lagging-subsystem-system-design.md,leader-lagging,,screeners/leader_lagging/screener.py; screeners/leader_core_bridge.py,tests/test_leader_lagging_screener.py; tests/test_market_intel_bridge.py,Local leader heuristics still coexist with canonical core truth downstream.; Higher-end group semantics are not yet versioned.,Higher-end target: tighter separation between tactical overlays and canonical upstream truth.,docs/archive/raw-sources/PRD/leader stock/leader_lagging_multifactor_prd.md; docs/archive/raw-sources/PRD/leader stock/leader_lagging_rs_screener_prd.md
docs/engines/leader-lagging/leader-lagging-runtime-audit.md,leader-lagging,,screeners/leader_lagging/screener.py; screeners/leader_core_bridge.py,tests/test_leader_lagging_screener.py; tests/test_market_intel_bridge.py,Local leader heuristics still coexist with canonical core truth downstream.; Higher-end group semantics are not yet versioned.,Higher-end target: tighter separation between tactical overlays and canonical upstream truth.,docs/archive/raw-sources/PRD/leader stock/leader_lagging_multifactor_prd.md; docs/archive/raw-sources/PRD/leader stock/leader_lagging_rs_screener_prd.md
docs/engines/leader-lagging/leader-lagging-runtime-status.md,leader-lagging,,screeners/leader_lagging/screener.py; screeners/leader_core_bridge.py,tests/test_leader_lagging_screener.py; tests/test_market_intel_bridge.py,Local leader heuristics still coexist with canonical core truth downstream.; Higher-end group semantics are not yet versioned.,Higher-end target: tighter separation between tactical overlays and canonical upstream truth.,docs/archive/raw-sources/PRD/leader stock/leader_lagging_multifactor_prd.md; docs/archive/raw-sources/PRD/leader stock/leader_lagging_rs_screener_prd.md
docs/engines/leader-lagging/leader-lagging-screening/leader-lagging-screening-prd.md,leader-lagging,leader-lagging-screening,screeners/leader_lagging/screener.py,tests/test_leader_lagging_screener.py; tests/test_market_intel_bridge.py,"Medium-high fidelity; current behavior is clear, but tactical scoring is not canonical cross-repo truth.","Stronger decomposition between tactical overlays, canonical truth, and calibration lineage.",docs/archive/raw-sources/PRD/leader stock/leader_lagging_multifactor_prd.md; docs/archive/raw-sources/PRD/leader stock/leader_lagging_rs_screener_prd.md
docs/engines/leader-lagging/leader-lagging-screening/leader-lagging-screening-design.md,leader-lagging,leader-lagging-screening,screeners/leader_lagging/screener.py,tests/test_leader_lagging_screener.py; tests/test_market_intel_bridge.py,"Medium-high fidelity; current behavior is clear, but tactical scoring is not canonical cross-repo truth.","Stronger decomposition between tactical overlays, canonical truth, and calibration lineage.",docs/archive/raw-sources/PRD/leader stock/leader_lagging_multifactor_prd.md; docs/archive/raw-sources/PRD/leader stock/leader_lagging_rs_screener_prd.md
docs/engines/leader-lagging/leader-lagging-screening/leader-lagging-screening-technical-specification.md,leader-lagging,leader-lagging-screening,screeners/leader_lagging/screener.py,tests/test_leader_lagging_screener.py; tests/test_market_intel_bridge.py,"Medium-high fidelity; current behavior is clear, but tactical scoring is not canonical cross-repo truth.","Stronger decomposition between tactical overlays, canonical truth, and calibration lineage.",docs/archive/raw-sources/PRD/leader stock/leader_lagging_multifactor_prd.md; docs/archive/raw-sources/PRD/leader stock/leader_lagging_rs_screener_prd.md
docs/engines/leader-lagging/leader-lagging-screening/leader-lagging-screening-runtime-spec.md,leader-lagging,leader-lagging-screening,screeners/leader_lagging/screener.py,tests/test_leader_lagging_screener.py; tests/test_market_intel_bridge.py,"Medium-high fidelity; current behavior is clear, but tactical scoring is not canonical cross-repo truth.","Stronger decomposition between tactical overlays, canonical truth, and calibration lineage.",docs/archive/raw-sources/PRD/leader stock/leader_lagging_multifactor_prd.md; docs/archive/raw-sources/PRD/leader stock/leader_lagging_rs_screener_prd.md
docs/engines/leader-lagging/leader-lagging-screening/leader-lagging-screening-erd.md,leader-lagging,leader-lagging-screening,screeners/leader_lagging/screener.py,tests/test_leader_lagging_screener.py; tests/test_market_intel_bridge.py,"Medium-high fidelity; current behavior is clear, but tactical scoring is not canonical cross-repo truth.","Stronger decomposition between tactical overlays, canonical truth, and calibration lineage.",docs/archive/raw-sources/PRD/leader stock/leader_lagging_multifactor_prd.md; docs/archive/raw-sources/PRD/leader stock/leader_lagging_rs_screener_prd.md
docs/engines/qullamaggie/qullamaggie-subsystem-prd.md,qullamaggie,,screeners/qullamaggie/screener.py; screeners/qullamaggie/core.py; screeners/qullamaggie/earnings_data_collector.py,tests/test_qullamaggie_screener.py; tests/test_qullamaggie_earnings_cache.py,Higher-end strategy semantics remain richer in legacy notes than in the current rule set.; Earnings semantics are operational and cache-backed rather than a full event model.,Higher-end target: clearer episode-event lineage and richer watchlist priority semantics.,docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/qullamaggie/qullamaggie-algorithm.md; docs/archive/raw-sources/screeners/qullamaggie/pattern.md
docs/engines/qullamaggie/qullamaggie-subsystem-system-design.md,qullamaggie,,screeners/qullamaggie/screener.py; screeners/qullamaggie/core.py; screeners/qullamaggie/earnings_data_collector.py,tests/test_qullamaggie_screener.py; tests/test_qullamaggie_earnings_cache.py,Higher-end strategy semantics remain richer in legacy notes than in the current rule set.; Earnings semantics are operational and cache-backed rather than a full event model.,Higher-end target: clearer episode-event lineage and richer watchlist priority semantics.,docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/qullamaggie/qullamaggie-algorithm.md; docs/archive/raw-sources/screeners/qullamaggie/pattern.md
docs/engines/qullamaggie/qullamaggie-runtime-audit.md,qullamaggie,,screeners/qullamaggie/screener.py; screeners/qullamaggie/core.py; screeners/qullamaggie/earnings_data_collector.py,tests/test_qullamaggie_screener.py; tests/test_qullamaggie_earnings_cache.py,Higher-end strategy semantics remain richer in legacy notes than in the current rule set.; Earnings semantics are operational and cache-backed rather than a full event model.,Higher-end target: clearer episode-event lineage and richer watchlist priority semantics.,docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/qullamaggie/qullamaggie-algorithm.md; docs/archive/raw-sources/screeners/qullamaggie/pattern.md
docs/engines/qullamaggie/qullamaggie-runtime-status.md,qullamaggie,,screeners/qullamaggie/screener.py; screeners/qullamaggie/core.py; screeners/qullamaggie/earnings_data_collector.py,tests/test_qullamaggie_screener.py; tests/test_qullamaggie_earnings_cache.py,Higher-end strategy semantics remain richer in legacy notes than in the current rule set.; Earnings semantics are operational and cache-backed rather than a full event model.,Higher-end target: clearer episode-event lineage and richer watchlist priority semantics.,docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/qullamaggie/qullamaggie-algorithm.md; docs/archive/raw-sources/screeners/qullamaggie/pattern.md
docs/engines/qullamaggie/core-screening/core-screening-prd.md,qullamaggie,core-screening,screeners/qullamaggie/screener.py; screeners/qullamaggie/core.py,tests/test_qullamaggie_screener.py,"Medium fidelity; regression-tested, but the notes describe richer higher-end intent than the live rules capture.","Cleaner setup grammar and better lineage between universe, pattern pool, weekly focus, and daily focus artifacts.",docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/qullamaggie/qullamaggie-algorithm.md; docs/archive/raw-sources/screeners/qullamaggie/pattern.md
docs/engines/qullamaggie/core-screening/core-screening-design.md,qullamaggie,core-screening,screeners/qullamaggie/screener.py; screeners/qullamaggie/core.py,tests/test_qullamaggie_screener.py,"Medium fidelity; regression-tested, but the notes describe richer higher-end intent than the live rules capture.","Cleaner setup grammar and better lineage between universe, pattern pool, weekly focus, and daily focus artifacts.",docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/qullamaggie/qullamaggie-algorithm.md; docs/archive/raw-sources/screeners/qullamaggie/pattern.md
docs/engines/qullamaggie/core-screening/core-screening-technical-specification.md,qullamaggie,core-screening,screeners/qullamaggie/screener.py; screeners/qullamaggie/core.py,tests/test_qullamaggie_screener.py,"Medium fidelity; regression-tested, but the notes describe richer higher-end intent than the live rules capture.","Cleaner setup grammar and better lineage between universe, pattern pool, weekly focus, and daily focus artifacts.",docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/qullamaggie/qullamaggie-algorithm.md; docs/archive/raw-sources/screeners/qullamaggie/pattern.md
docs/engines/qullamaggie/core-screening/core-screening-runtime-spec.md,qullamaggie,core-screening,screeners/qullamaggie/screener.py; screeners/qullamaggie/core.py,tests/test_qullamaggie_screener.py,"Medium fidelity; regression-tested, but the notes describe richer higher-end intent than the live rules capture.","Cleaner setup grammar and better lineage between universe, pattern pool, weekly focus, and daily focus artifacts.",docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/qullamaggie/qullamaggie-algorithm.md; docs/archive/raw-sources/screeners/qullamaggie/pattern.md
docs/engines/qullamaggie/core-screening/core-screening-erd.md,qullamaggie,core-screening,screeners/qullamaggie/screener.py; screeners/qullamaggie/core.py,tests/test_qullamaggie_screener.py,"Medium fidelity; regression-tested, but the notes describe richer higher-end intent than the live rules capture.","Cleaner setup grammar and better lineage between universe, pattern pool, weekly focus, and daily focus artifacts.",docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/qullamaggie/qullamaggie-algorithm.md; docs/archive/raw-sources/screeners/qullamaggie/pattern.md
docs/engines/qullamaggie/earnings-enrichment/earnings-enrichment-prd.md,qullamaggie,earnings-enrichment,screeners/qullamaggie/earnings_data_collector.py; screeners/qullamaggie/screener.py,tests/test_qullamaggie_earnings_cache.py; tests/test_qullamaggie_screener.py,"Medium fidelity; useful and well-tested, but not a richer event-modeling contract.",Stronger event provenance and clearer unavailable/stale/confirmed state separation.,docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md
docs/engines/qullamaggie/earnings-enrichment/earnings-enrichment-design.md,qullamaggie,earnings-enrichment,screeners/qullamaggie/earnings_data_collector.py; screeners/qullamaggie/screener.py,tests/test_qullamaggie_earnings_cache.py; tests/test_qullamaggie_screener.py,"Medium fidelity; useful and well-tested, but not a richer event-modeling contract.",Stronger event provenance and clearer unavailable/stale/confirmed state separation.,docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md
docs/engines/qullamaggie/earnings-enrichment/earnings-enrichment-technical-specification.md,qullamaggie,earnings-enrichment,screeners/qullamaggie/earnings_data_collector.py; screeners/qullamaggie/screener.py,tests/test_qullamaggie_earnings_cache.py; tests/test_qullamaggie_screener.py,"Medium fidelity; useful and well-tested, but not a richer event-modeling contract.",Stronger event provenance and clearer unavailable/stale/confirmed state separation.,docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md
docs/engines/qullamaggie/earnings-enrichment/earnings-enrichment-runtime-spec.md,qullamaggie,earnings-enrichment,screeners/qullamaggie/earnings_data_collector.py; screeners/qullamaggie/screener.py,tests/test_qullamaggie_earnings_cache.py; tests/test_qullamaggie_screener.py,"Medium fidelity; useful and well-tested, but not a richer event-modeling contract.",Stronger event provenance and clearer unavailable/stale/confirmed state separation.,docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md
docs/engines/qullamaggie/earnings-enrichment/earnings-enrichment-erd.md,qullamaggie,earnings-enrichment,screeners/qullamaggie/earnings_data_collector.py; screeners/qullamaggie/screener.py,tests/test_qullamaggie_earnings_cache.py; tests/test_qullamaggie_screener.py,"Medium fidelity; useful and well-tested, but not a richer event-modeling contract.",Stronger event provenance and clearer unavailable/stale/confirmed state separation.,docs/archive/raw-sources/PRD/Q style/qullamaggie_quant_screener_prd_v2.md
docs/engines/tradingview/tradingview-subsystem-prd.md,tradingview,,screeners/tradingview/screener.py; utils/indicator_helpers.py; utils/market_runtime.py,tests/test_tradingview_metrics.py; tests/test_orchestrator_tasks.py,"Preset definitions are code-driven, not registry-driven.; Metric surfaces are useful but lighter-weight than a reusable contract layer.",Higher-end target: registry-backed preset catalog with stronger metric provenance.,
docs/engines/tradingview/tradingview-subsystem-system-design.md,tradingview,,screeners/tradingview/screener.py; utils/indicator_helpers.py; utils/market_runtime.py,tests/test_tradingview_metrics.py; tests/test_orchestrator_tasks.py,"Preset definitions are code-driven, not registry-driven.; Metric surfaces are useful but lighter-weight than a reusable contract layer.",Higher-end target: registry-backed preset catalog with stronger metric provenance.,
docs/engines/tradingview/tradingview-runtime-audit.md,tradingview,,screeners/tradingview/screener.py; utils/indicator_helpers.py; utils/market_runtime.py,tests/test_tradingview_metrics.py; tests/test_orchestrator_tasks.py,"Preset definitions are code-driven, not registry-driven.; Metric surfaces are useful but lighter-weight than a reusable contract layer.",Higher-end target: registry-backed preset catalog with stronger metric provenance.,
docs/engines/tradingview/tradingview-runtime-status.md,tradingview,,screeners/tradingview/screener.py; utils/indicator_helpers.py; utils/market_runtime.py,tests/test_tradingview_metrics.py; tests/test_orchestrator_tasks.py,"Preset definitions are code-driven, not registry-driven.; Metric surfaces are useful but lighter-weight than a reusable contract layer.",Higher-end target: registry-backed preset catalog with stronger metric provenance.,
docs/engines/tradingview/preset-metric-contracts/preset-metric-contracts-prd.md,tradingview,preset-metric-contracts,screeners/tradingview/screener.py; utils/indicator_helpers.py; utils/market_data_contract.py,tests/test_tradingview_metrics.py,High fidelity because key computations are pinned by tests.,Reusable metric schema and preset-provenance layer.,
docs/engines/tradingview/preset-metric-contracts/preset-metric-contracts-design.md,tradingview,preset-metric-contracts,screeners/tradingview/screener.py; utils/indicator_helpers.py; utils/market_data_contract.py,tests/test_tradingview_metrics.py,High fidelity because key computations are pinned by tests.,Reusable metric schema and preset-provenance layer.,
docs/engines/tradingview/preset-metric-contracts/preset-metric-contracts-technical-specification.md,tradingview,preset-metric-contracts,screeners/tradingview/screener.py; utils/indicator_helpers.py; utils/market_data_contract.py,tests/test_tradingview_metrics.py,High fidelity because key computations are pinned by tests.,Reusable metric schema and preset-provenance layer.,
docs/engines/tradingview/preset-metric-contracts/preset-metric-contracts-runtime-spec.md,tradingview,preset-metric-contracts,screeners/tradingview/screener.py; utils/indicator_helpers.py; utils/market_data_contract.py,tests/test_tradingview_metrics.py,High fidelity because key computations are pinned by tests.,Reusable metric schema and preset-provenance layer.,
docs/engines/tradingview/preset-metric-contracts/preset-metric-contracts-erd.md,tradingview,preset-metric-contracts,screeners/tradingview/screener.py; utils/indicator_helpers.py; utils/market_data_contract.py,tests/test_tradingview_metrics.py,High fidelity because key computations are pinned by tests.,Reusable metric schema and preset-provenance layer.,
docs/engines/tradingview/preset-execution-and-output/preset-execution-and-output-prd.md,tradingview,preset-execution-and-output,screeners/tradingview/screener.py; utils/market_runtime.py,tests/test_tradingview_metrics.py; tests/test_orchestrator_tasks.py,"Medium-high fidelity; explicit and tested, but intentionally thin.",Registry-backed preset governance and easier market-to-market diffability.,
docs/engines/tradingview/preset-execution-and-output/preset-execution-and-output-design.md,tradingview,preset-execution-and-output,screeners/tradingview/screener.py; utils/market_runtime.py,tests/test_tradingview_metrics.py; tests/test_orchestrator_tasks.py,"Medium-high fidelity; explicit and tested, but intentionally thin.",Registry-backed preset governance and easier market-to-market diffability.,
docs/engines/tradingview/preset-execution-and-output/preset-execution-and-output-technical-specification.md,tradingview,preset-execution-and-output,screeners/tradingview/screener.py; utils/market_runtime.py,tests/test_tradingview_metrics.py; tests/test_orchestrator_tasks.py,"Medium-high fidelity; explicit and tested, but intentionally thin.",Registry-backed preset governance and easier market-to-market diffability.,
docs/engines/tradingview/preset-execution-and-output/preset-execution-and-output-runtime-spec.md,tradingview,preset-execution-and-output,screeners/tradingview/screener.py; utils/market_runtime.py,tests/test_tradingview_metrics.py; tests/test_orchestrator_tasks.py,"Medium-high fidelity; explicit and tested, but intentionally thin.",Registry-backed preset governance and easier market-to-market diffability.,
docs/engines/tradingview/preset-execution-and-output/preset-execution-and-output-erd.md,tradingview,preset-execution-and-output,screeners/tradingview/screener.py; utils/market_runtime.py,tests/test_tradingview_metrics.py; tests/test_orchestrator_tasks.py,"Medium-high fidelity; explicit and tested, but intentionally thin.",Registry-backed preset governance and easier market-to-market diffability.,
docs/engines/signals/signals-subsystem-prd.md,signals,,screeners/signals/engine.py; screeners/signals/cycle_store.py; screeners/signals/metrics.py; screeners/signals/writers.py; screeners/signals/__init__.py; screeners/augment/pipeline.py; screeners/augment/stumpy_sidecar.py; screeners/augment/chronos_rerank.py; screeners/augment/timesfm_rerank.py; screeners/augment/lag_diagnostics.py; screeners/augment/run_summary.py; screeners/augment/tsfm_metrics.py,tests/test_signal_engine_restoration.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_market_intel_bridge.py,The engine is a large monolith with heuristic overlays and open policy choices around family arbitration and sizing.; Calibrated/model-backed semantics remain deferred; current labels are mostly heuristic or proxy-backed.,"Higher-end target: clearer family arbitration, typed state transitions, stronger calibration lineage, explicit semantic status.",docs/audits/archive/2026-03-31-buy-sell-signal-audit.md; docs/archive/raw-sources/docs/2026-03-31-invest-prototype-no-label-ai-augmentation-shortlist.md
docs/engines/signals/signals-subsystem-system-design.md,signals,,screeners/signals/engine.py; screeners/signals/cycle_store.py; screeners/signals/metrics.py; screeners/signals/writers.py; screeners/signals/__init__.py; screeners/augment/pipeline.py; screeners/augment/stumpy_sidecar.py; screeners/augment/chronos_rerank.py; screeners/augment/timesfm_rerank.py; screeners/augment/lag_diagnostics.py; screeners/augment/run_summary.py; screeners/augment/tsfm_metrics.py,tests/test_signal_engine_restoration.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_market_intel_bridge.py,The engine is a large monolith with heuristic overlays and open policy choices around family arbitration and sizing.; Calibrated/model-backed semantics remain deferred; current labels are mostly heuristic or proxy-backed.,"Higher-end target: clearer family arbitration, typed state transitions, stronger calibration lineage, explicit semantic status.",docs/audits/archive/2026-03-31-buy-sell-signal-audit.md; docs/archive/raw-sources/docs/2026-03-31-invest-prototype-no-label-ai-augmentation-shortlist.md
docs/engines/signals/signals-runtime-audit.md,signals,,screeners/signals/engine.py; screeners/signals/cycle_store.py; screeners/signals/metrics.py; screeners/signals/writers.py; screeners/signals/__init__.py; screeners/augment/pipeline.py; screeners/augment/stumpy_sidecar.py; screeners/augment/chronos_rerank.py; screeners/augment/timesfm_rerank.py; screeners/augment/lag_diagnostics.py; screeners/augment/run_summary.py; screeners/augment/tsfm_metrics.py,tests/test_signal_engine_restoration.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_market_intel_bridge.py,The engine is a large monolith with heuristic overlays and open policy choices around family arbitration and sizing.; Calibrated/model-backed semantics remain deferred; current labels are mostly heuristic or proxy-backed.,"Higher-end target: clearer family arbitration, typed state transitions, stronger calibration lineage, explicit semantic status.",docs/audits/archive/2026-03-31-buy-sell-signal-audit.md; docs/archive/raw-sources/docs/2026-03-31-invest-prototype-no-label-ai-augmentation-shortlist.md
docs/engines/signals/signals-runtime-status.md,signals,,screeners/signals/engine.py; screeners/signals/cycle_store.py; screeners/signals/metrics.py; screeners/signals/writers.py; screeners/signals/__init__.py; screeners/augment/pipeline.py; screeners/augment/stumpy_sidecar.py; screeners/augment/chronos_rerank.py; screeners/augment/timesfm_rerank.py; screeners/augment/lag_diagnostics.py; screeners/augment/run_summary.py; screeners/augment/tsfm_metrics.py,tests/test_signal_engine_restoration.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_market_intel_bridge.py,The engine is a large monolith with heuristic overlays and open policy choices around family arbitration and sizing.; Calibrated/model-backed semantics remain deferred; current labels are mostly heuristic or proxy-backed.,"Higher-end target: clearer family arbitration, typed state transitions, stronger calibration lineage, explicit semantic status.",docs/audits/archive/2026-03-31-buy-sell-signal-audit.md; docs/archive/raw-sources/docs/2026-03-31-invest-prototype-no-label-ai-augmentation-shortlist.md
docs/engines/signals/signal-engine-and-state/signal-engine-and-state-prd.md,signals,signal-engine-and-state,screeners/signals/engine.py; screeners/signals/metrics.py,tests/test_signal_engine_restoration.py; tests/test_signals_package.py; tests/test_market_intel_bridge.py,"Medium-high fidelity because regression coverage is deep, but semantics remain partly heuristic and proxy-backed.","Explicit semantic status, better family arbitration, clearer calibration lineage.",docs/audits/archive/2026-03-31-buy-sell-signal-audit.md
docs/engines/signals/signal-engine-and-state/signal-engine-and-state-design.md,signals,signal-engine-and-state,screeners/signals/engine.py; screeners/signals/metrics.py,tests/test_signal_engine_restoration.py; tests/test_signals_package.py; tests/test_market_intel_bridge.py,"Medium-high fidelity because regression coverage is deep, but semantics remain partly heuristic and proxy-backed.","Explicit semantic status, better family arbitration, clearer calibration lineage.",docs/audits/archive/2026-03-31-buy-sell-signal-audit.md
docs/engines/signals/signal-engine-and-state/signal-engine-and-state-technical-specification.md,signals,signal-engine-and-state,screeners/signals/engine.py; screeners/signals/metrics.py,tests/test_signal_engine_restoration.py; tests/test_signals_package.py; tests/test_market_intel_bridge.py,"Medium-high fidelity because regression coverage is deep, but semantics remain partly heuristic and proxy-backed.","Explicit semantic status, better family arbitration, clearer calibration lineage.",docs/audits/archive/2026-03-31-buy-sell-signal-audit.md
docs/engines/signals/signal-engine-and-state/signal-engine-and-state-runtime-spec.md,signals,signal-engine-and-state,screeners/signals/engine.py; screeners/signals/metrics.py,tests/test_signal_engine_restoration.py; tests/test_signals_package.py; tests/test_market_intel_bridge.py,"Medium-high fidelity because regression coverage is deep, but semantics remain partly heuristic and proxy-backed.","Explicit semantic status, better family arbitration, clearer calibration lineage.",docs/audits/archive/2026-03-31-buy-sell-signal-audit.md
docs/engines/signals/signal-engine-and-state/signal-engine-and-state-erd.md,signals,signal-engine-and-state,screeners/signals/engine.py; screeners/signals/metrics.py,tests/test_signal_engine_restoration.py; tests/test_signals_package.py; tests/test_market_intel_bridge.py,"Medium-high fidelity because regression coverage is deep, but semantics remain partly heuristic and proxy-backed.","Explicit semantic status, better family arbitration, clearer calibration lineage.",docs/audits/archive/2026-03-31-buy-sell-signal-audit.md
docs/engines/signals/cycle-store-and-writers/cycle-store-and-writers-prd.md,signals,cycle-store-and-writers,screeners/signals/cycle_store.py; screeners/signals/writers.py,tests/test_signal_engine_restoration.py,High fidelity; regression tests cover separation and round-trip persistence.,Richer lifecycle provenance rather than simple CSV merge history.,docs/audits/archive/2026-03-31-buy-sell-signal-audit.md
docs/engines/signals/cycle-store-and-writers/cycle-store-and-writers-design.md,signals,cycle-store-and-writers,screeners/signals/cycle_store.py; screeners/signals/writers.py,tests/test_signal_engine_restoration.py,High fidelity; regression tests cover separation and round-trip persistence.,Richer lifecycle provenance rather than simple CSV merge history.,docs/audits/archive/2026-03-31-buy-sell-signal-audit.md
docs/engines/signals/cycle-store-and-writers/cycle-store-and-writers-technical-specification.md,signals,cycle-store-and-writers,screeners/signals/cycle_store.py; screeners/signals/writers.py,tests/test_signal_engine_restoration.py,High fidelity; regression tests cover separation and round-trip persistence.,Richer lifecycle provenance rather than simple CSV merge history.,docs/audits/archive/2026-03-31-buy-sell-signal-audit.md
docs/engines/signals/cycle-store-and-writers/cycle-store-and-writers-runtime-spec.md,signals,cycle-store-and-writers,screeners/signals/cycle_store.py; screeners/signals/writers.py,tests/test_signal_engine_restoration.py,High fidelity; regression tests cover separation and round-trip persistence.,Richer lifecycle provenance rather than simple CSV merge history.,docs/audits/archive/2026-03-31-buy-sell-signal-audit.md
docs/engines/signals/cycle-store-and-writers/cycle-store-and-writers-erd.md,signals,cycle-store-and-writers,screeners/signals/cycle_store.py; screeners/signals/writers.py,tests/test_signal_engine_restoration.py,High fidelity; regression tests cover separation and round-trip persistence.,Richer lifecycle provenance rather than simple CSV merge history.,docs/audits/archive/2026-03-31-buy-sell-signal-audit.md
docs/engines/signals/screening-augment/screening-augment-prd.md,signals,screening-augment,screeners/augment/pipeline.py; screeners/augment/stumpy_sidecar.py; screeners/augment/chronos_rerank.py; screeners/augment/timesfm_rerank.py; screeners/augment/lag_diagnostics.py; screeners/augment/run_summary.py; screeners/augment/tsfm_metrics.py,tests/test_screening_augment.py; tests/test_signals_package.py,"Medium fidelity; explicit output contract, but intentionally optional and experimental.",Stronger provenance and clearer separation between experimental reranking and canonical runtime truth.,docs/archive/raw-sources/docs/2026-03-31-invest-prototype-no-label-ai-augmentation-shortlist.md
docs/engines/signals/screening-augment/screening-augment-design.md,signals,screening-augment,screeners/augment/pipeline.py; screeners/augment/stumpy_sidecar.py; screeners/augment/chronos_rerank.py; screeners/augment/timesfm_rerank.py; screeners/augment/lag_diagnostics.py; screeners/augment/run_summary.py; screeners/augment/tsfm_metrics.py,tests/test_screening_augment.py; tests/test_signals_package.py,"Medium fidelity; explicit output contract, but intentionally optional and experimental.",Stronger provenance and clearer separation between experimental reranking and canonical runtime truth.,docs/archive/raw-sources/docs/2026-03-31-invest-prototype-no-label-ai-augmentation-shortlist.md
